Original,Translate
" E come in fiamma favilla si vede, e come in voce voce si discerne, quand’ una è ferma e altra va e riede, ","Comme une étincelle qui éclate dans les flammes, ou comme la voix d'un chanteur levée au-dessus de celle d'un autre,"
" vid’ io in essa luce altre lucerne muoversi in giro più e men correnti, al modo, credo, di lor viste interne","En regardant dans ce ciel lumineux, j'ai remarqué d'autres lumières qui tournaient à la même vitesse, comme si elles jouissaient d'un agréable moment intérieur."
" Di fredda nube non disceser venti, o visibili o no, tanto festini, ","Jamais des vents aussi rapides, visibles ou invisibles n'étaient descendus d'un nuage froid."
" che non paressero impediti e lenti a chi avesse quei lumi divini veduti a noi venir, lasciando il giro pria cominciato in li alti Serafini","qu'ils ne semblaient pas freinés et lents, à quiconque avait observé ces rayons de lumière divins se diriger vers nous, la danse qui avaient été forcés à tôt dans le Premier Mobile n'était plus qu'un souvenir."
" e dentro a quei che più innanzi appariro sonava ‘Osanna’ sì, che unque poi di rïudir non fui sanza disiro","Quand nous sommes arrivés à celles qui semblaient les plus proches, il ressemblait à un Hosanna si fort et si intense qu'il me faisait rester avec le désir de l'entendre encore."
 Indi si fece l’un più presso a noi e solo incominciò,Un esprit s'est approché et a commencé à parler de lui - même.
" «Tutti sem presti al tuo piacer, perché di noi ti gioi","Nous sommes heureux de satisfaire vos désirs, afin que vous puissiez vous réjouir de notre compagnie."
" Noi ci volgiam coi principi celesti d’un giro e d’un girare e d’una sete, ai quali tu del mondo già dicesti","Nous nous déplaçons ensemble, partageant la même danse et le même mouvement souhaité par Dieu pendant que nous dansons avec les Princes, comme tu l'avais dit au monde une fois."
 ‘Voi che ’ntendendo il terzo ciel movete’,"Avec votre intelligence, créez-vous un accès au Troisième Ciel."
" e sem sì pien d’amor, che, per piacerti, non fia men dolce un poco di quïete»","Nous sommes tellement pleins d'amour que, pour te satisfaire, nous renonçons volontiers à rester immobiles un peu plus longtemps."
" Poscia che li occhi miei si fuoro offerti a la mia donna reverenti, ed essa fatti li avea di sé contenti e certi, ","Après avoir adressé un salut respectueux à ma femme et après qu'elle m'ait donné un signe d'encouragement,"
" rivolsersi a la luce che promessa tanto s’avea, e «Deh, chi siete?» fue la voce mia di grande affetto impressa",J'ai léché avec le regard la lumière qui m'avait suscité tant d'attentes et j'ai demandé avec une grande émotion qui es-tu ?
" E quanta e quale vid’ io lei far piùe per allegrezza nova che s’accrebbe, quando parlai, a l’allegrezze sue","?Comment ai-je remarqué comment la lumière s'élargissait et devenait plus lumineuse pendant que je parlais, à cause de l'expansion du bonheur ajoutée à la joie préexistante?"
" Così fatta, mi disse","Après s'être transformée en tel, il m'a dit:"
 «Il mondo m’ebbe giù poco tempo,Je n'ai pas pu profiter longtemps de la beauté du monde.
" e se più fosse stato, molto sarà di mal, che non sarebbe","Si j'avais vécu plus longtemps, le mal qui se produirait ne serait pas arrivé."
 La mia letizia mi ti tien celato che mi raggia dintorno e mi nasconde quasi animal di sua seta fasciato,"Mon bonheur qui brille autour de moi est caché à tes yeux, comme un animal enveloppé de soie."
" Assai m’amasti, e avesti ben onde",Tu m'as aimé profondément et c'était un très bon choix.
" che s’io fossi giù stato, io ti mostrava di mio amor più oltre che le fronde","Si j'étais encore en vie, je t'aurais révélé non seulement les signes de ma dévotion."
" Quella sinistra riva che si lava di Rodano poi ch’è misto con Sorga, per suo segnore a tempo m’aspettava, ","J'attendais depuis longtemps de gouverner cette rive gauche du Rhône, baignée par les eaux du Sorga."
" e quel corno d’Ausonia che s’imborga di Bari e di Gaeta e di Catona, da ove Tronto e Verde in mare sgorga","Le 'corne d'Italie', avec ses villes Bari, Gaeta et Cathona, est une péninsule où les rivières Tronto et Liri se jettent dans la mer."
 Fulgeami già in fronte la corona di quella terra che ’l Danubio riga poi che le ripe tedesche abbandona,Je portais déjà fièrement la couronne de cette terre que le Danube lambine après avoir traversé les terres allemandes.
" E la bella Trinacria, che caliga tra Pachino e Peloro, sopra ’l golfo che riceve da Euro maggior briga, ","La charmante Sicile, avec ses voiles de brouillard qui s'étendent entre Pachino et Peloro, est embrassée par les brises parfumées du Sirocco sur le Golfe."
" non per Tifeo ma per nascente solfo, ","Au lieu de Tifeus, le géant, le soufre était la cause."
" attesi avrebbe li suoi regi ancora, nati per me di Carlo e di Ridolfo, ",Elle aurait continué à attendre ses monarques générés par moi à travers Charles et Rodolfo.
" se mala segnoria, che sempre accora li popoli suggetti, non avesse mosso Palermo a gridar",deuilPalerme a été poussé à un cri de deuil à cause du mauvais gouvernement provoquant des soulèvements populaires.
" “Mora, mora”",Laissez-le partir. Laissez-le partir.
" E se mio frate questo antivedesse, l’avara povertà di Catalogna già fuggeria, perché non li offendesse","?Si Roberto avait compris cela, aurait-il évité l'avarice typique des Catalans pour ne pas être blessé ?"
" ché veramente proveder bisogna per lui, o per altrui, sì ch’a sua barca carcata più d’incarco non si pogna","Il faut que lui ou quelqu'un d'autre prenne les rênes, afin d'éviter d'autres dommages à son royaume."
" La sua natura, che di larga parca discese, avria mestier di tal milizia che non curasse di mettere in arca»","L'esprit noble de ses ancêtres libéraux est contredit par une nature avare, mais sa nécessité d'avoir des soldats non seulement intéressés par le gain exige des forces appropriées."
" «Però ch’i’ credo che l’alta letizia che ’l tuo parlar m’infonde, segnor mio, là ’ve ogne ben si termina e s’inizia, ","Je pense que la grande satisfaction qui me transmet votre discours, mon seigneur, commence et finit par tout le bien."
" per te si veggia come la vegg’ io, grata m’è più","Nous la partageons tous les deux, et elle a une signification particulière pour moi."
 e anco quest’ ho caro perché ’l discerni rimirando in Dio,C'est une joie pour moi de voir que tu regardes Dieu.
" Fatto m’hai lieto, e così mi fa chiaro, poi che, parlando, a dubitar m’hai mosso com’ esser può, di dolce seme, amaro»","Tu m'as rendu heureux, alors s'il te plaît, clarifie les choses, considérant que tes paroles m'ont fait douter de la façon dont un enfant pourrait être moins doué que son père."
 Questo io a lui,C'est ce que je lui ai dit.
 ed elli a me,Il m'a donné une réponse.
" «S’io posso mostrarti un vero, a quel che tu dimandi terrai lo viso come tien lo dosso","Si je te montrais la vérité, ton doute se dissiperait et tu regarderais où tu avais tourné le dos."
" Lo ben che tutto il regno che tu scandi volge e contenta, fa esser virtute sua provedenza in questi corpi grandi",".La Providence, qui crée des bienfaits en régnant sur tous les royaumes que vous traversez, se fait force opérationnelle pour éclairer ces étoiles."
" E non pur le nature provedute sono in la mente ch’è da sé perfetta, ma esse insieme con la lor salute","Dans la Mentalité Parfaite de Dieu, ce ne sont pas seulement les différentes essences qui sont établies, mais aussi leur but."
" per che quantunque quest’ arco saetta disposto cade a proveduto fine, sì come cosa in suo segno diretta","Les influences célestes, comme une flèche tirée de l'arc d'un chasseur, ont l'objectif précis et exact de leur destin."
" Se ciò non fosse, il ciel che tu cammine producerebbe sì li suoi effetti, che non sarebbero arti, ma ruine",". Si ce n'était pas le cas, le chemin que vous faites dans le Ciel serait préjudiciable au lieu de produire des effets bénéfiques."
" e ciò esser non può, se li ’ntelletti che muovon queste stelle non son manchi, e manco il primo, che non li ha perfetti","Si les intelligences angéliques qui bougent ces étoiles n'étaient pas défectueuses et si même la première intelligence ne l'était pas, rien ne pourrait empêcher cela de se produire."
 Vuo’ tu che questo ver più ti s’imbianchi?»,Voulez-vous plus d'informations à ce sujet?
 E io,J'ai refusé. J'ai refusé l'offre.
" «Non già ché impossibil veggio che la natura, in quel ch’è uopo, stanchi»",Je reconnais que la nature ne peut échouer dans l'accomplissement de ce qui est indispensable.
 Ond’ elli ancora,"Puis, il a continué."
 «Or dì,Dis-moi ce qui se passe vraiment.
" sarebbe il peggio per l’omo in terra, se non fosse cive?»",L'existence sur Terre serait-elle plus difficile pour l'homme s'il n'avait pas la citoyenneté ?
" «Sì», rispuos’ io","J'ai dit: ""Affirmatif."""
 «e qui ragion non cheggio»,Je ne m'attends pas à des explications à ce sujet.
" «E puot’ elli esser, se giù non si vive diversamente per diversi offici? ",Que se passerait-il si tout le monde sur Terre n'avait pas une fonction spécifique à remplir ?
" Non, se ’l maestro vostro ben vi scrive»",Pas si votre maître dit la vérité.
 Sì venne deducendo infino a quici,Il y réfléchissait jusqu'ici.
 poscia conchiuse,puis conclusées
 «Dunque esser diverse convien di vostri effetti le radici,Il s'ensuit que l'origine de vos résultats est différente.
" per ch’un nasce Solone e altro Serse, altro Melchisedèch e altro quello che, volando per l’aere, il figlio perse","Voici pourquoi certains naissent comme législateurs, d'autres comme chefs, prêtres ou ingénieurs, comme celui qui a perdu un fils en volant dans le ciel."
" La circular natura, ch’è suggello a la cera mortal, fa ben sua arte, ma non distingue l’un da l’altro ostello","L'intelligence divine, qui donne forme à la fragilité de la vie humaine, exerce sa capacité mais ne fait aucune distinction entre un noyau familial et l'autre."
 Quinci addivien ch’Esaù si diparte per seme da Iacòb,"Ésaü est différent de Jacob, son frère, pour cette raison."
" e vien Quirino da sì vil padre, che si rende a Marte","C'est ainsi que Romolo, considéré comme fils de Mars, peut être descendant d'un père si modeste."
" Natura generata il suo cammino simil farebbe sempre a’ generanti, se non vincesse il proveder divino",".Si la divine Providence n'était pas plus forte, la nature produite suivrait un parcours identique aux créateurs."
 Or quel che t’era dietro t’è davanti,"Ce qui était derrière toi, c'est maintenant devant toi."
" ma perché sappi che di te mi giova, un corollario voglio che t’ammanti","Pour te montrer à quel point je suis heureux d'être avec toi, je veux te rendre un autre hommage."
" Sempre natura, se fortuna trova discorde a sé, com’ ogne altra semente fuor di sua regïon, fa mala prova","Chaque fois que les circonstances extérieures ne sont pas favorables, la nature donne des résultats négatifs comme une graine qui grandit dans des conditions défavorables à son espèce."
" E se ’l mondo là giù ponesse mente al fondamento che natura pone, seguendo lui, avria buona la gente","Si le monde terrestre respectait davantage les principes de la nature, nous serions confrontés à des personnes plus belles."
" Ma voi torcete a la religïone tal che fia nato a cignersi la spada, e fate re di tal ch’è da sermone","Séparez à la vie religieuse ceux qui seraient prédestinés à porter l'épée, et couronnez celui qui serait appelé pour se vouer à la religion."
 onde la traccia vostra è fuor di strada»,C'est pourquoi votre chemin s'éloigne du bon chemin.
" Da poi che Carlo tuo, bella Clemenza, m’ebbe chiarito, mi narrò li ’nganni che ricever dovea la sua semenza","Une fois que le canal de ta Clemence, Charles a dissipé mes doutes, il m'a raconté les malheurs qui devaient poursuivre ses descendants."
 ma disse,Mais il a dit:
 «Taci e lascia muover li anni»,Ferme-la et laisse le temps passer.
 sì ch’io non posso dir se non che pianto giusto verrà di retro ai vostri danni,"Malheureusement, je ne peux pas dire que Dieu traitera vos malheurs avec équilibre."
 E già la vita di quel lume santo rivolta s’era al Sol che la rïempie come quel ben ch’a ogne cosa è tanto,L'âme de la lumière sacrée s'était désormais tournée vers ce Soleil qui déborde comme la plus grande bénédiction de toutes.
" Ahi anime ingannate e fatture empie, che da sì fatto ben torcete i cuori, drizzando in vanità le vostre tempie","Hélas, âmes distraites et créatures dégradantes, qui égarent les cœurs de la bonne voie et dirigez votre esprit sur des choses futiles."
" Ed ecco un altro di quelli splendori ver’ me si fece, e ’l suo voler piacermi significava nel chiarir di fori","Une autre de ces merveilles extraordinaires, brillante comme si elle avait voulu répondre à mes demandes."
" Li occhi di Bëatrice, ch’eran fermi sovra me, come pria, di caro assenso al mio disio certificato fermi","Béatrice, les yeux fixés sur moi comme avant, m'a donné un signe d'approbation à mon désir de m'exprimer."
" «Deh, metti al mio voler tosto compenso, beato spirto», dissi, ","Nous mettons un frein à ma volonté au plus vite, ai-je dit, avec ferveur."
 «e fammi prova ch’i’ possa in te refletter quel ch’io penso»,Montre-moi que mes pensées peuvent être reconnues dans ton esprit.
" Onde la luce che m’era ancor nova, del suo profondo, ond’ ella pria cantava, seguette come a cui di ben far giova","Alors cette lumière, inconnue de moi jusqu'alors, de sa ténèbres où elle chantait auparavant, commença à parler comme celui qui aime faire le bien."
" «In quella parte de la terra prava italica che siede tra Rïalto e le fontane di Brenta e di Piava, ","Les plus douces et les plus parfaites forêts de la terre éclatent au milieu de l'Italie obscure, dans cette zone entre Rialto et les embouchures du Brenta et du Piave, les forêts les plus tendres de toute la Terre."
" si leva un colle, e non surge molt’ alto, là onde scese già una facella che fece a la contrada un grande assalto","D'une colline qui n'était pas trop haute, une lampe de poche s'est formée et un autoritarisme s'est répandu sur la région environnante."
 D’una radice nacqui e io ed ella,On a tous les deux la même souche parentale.
" Cunizza fui chiamata, e qui refulgo perché mi vinse il lume d’esta stella","Appelée Cunizza, je suis là-haut à éblouir ce Ciel parce que je ne peux pas résister au charme de ce monde."
" ma lietamente a me medesma indulgo la cagion di mia sorte, e non mi noia",Je me pardonne avec joie la cause de ce sort et je n'éprouve aucune amertume.
 che parria forse forte al vostro vulgo,Quelque chose qui pourrait sembler compliqué à comprendre pour le citoyen ordinaire.
" Di questa luculenta e cara gioia del nostro cielo che più m’è propinqua, grande fama rimase",La grande renommée de cette étoile brillante et merveilleuse de notre firmament le plus proche de moi restera toujours.
" e pria che moia, questo centesimo anno ancor s’incinqua",Cinq siècles passeront avant qu'elle ne disparaisse.
" vedi se far si dee l’omo eccellente, sì ch’altra vita la prima relinqua","l'homme doit essayer de gagner sa réputation, afin de laisser un souvenir glorieux après son passage terrestre."
" E ciò non pensa la turba presente che Tagliamento e Adice richiude, né per esser battuta ancor si pente","Malgré les châtiments, le peuple de la marque Trevigiana ne regrette pas ses erreurs et continue à vivre sans réfléchir aux conséquences."
" ma tosto fia che Padova al palude cangerà l’acqua che Vincenza bagna, per essere al dover le genti crude","Il est imminent que les Padoues se sacrifieront, répandant leur sang dans le marais qui baignait Vicence, comme expiation de leur refus de respecter le devoir."
" e dove Sile e Cagnan s’accompagna, tal signoreggia e va con la testa alta, che già per lui carpir si fa la ragna","Au point où le Sile et le Cagnano confluent un tyran verse son orgueil, si bien que les conspirations pour l'éliminer ont déjà été conçues."
" Piangerà Feltro ancora la difalta de l’empio suo pastor, che sarà sconcia sì, che per simil non s’entrò in malta","Feltre serait horrifiée par la conduite de son évêque méchant, si répréhensible que personne n'avait jamais été emprisonné pour un crime de cette gravité."
" Troppo sarebbe larga la bigoncia che ricevesse il sangue ferrarese, e stanco chi ’l pesasse a oncia a oncia, ",Le récipient nécessaire pour contenir tout le sang des Ferraresi serait si grand que quiconque en tenterait une mesure précise se fatiguerait rapidement.
 che donerà questo prete cortese per mostrarsi di parte,Ce prêtre courtois offrira son sang en hommage à sa dévotion à son parti.
 e cotai doni conformi fieno al viver del paese,et ces dons seront appropriés à ce pays.
" Sù sono specchi, voi dicete Troni, onde refulge a noi Dio giudicante","Des miroirs connus sous le nom de Troni, là de haut resplendit à nous la sagesse de jugement de Dieu."
 sì che questi parlar ne paion buoni»,Il nous semble donc que ces affirmations sont correctes.
 Qui si tacette,C'est tout ce qu'il a dit à ce moment-là.
" e fecemi sembiante che fosse ad altro volta, per la rota in che si mise com’ era davante","Et il me montra qu'il avait consacré son attention à autre chose, puisqu'il se mit de nouveau à danser en cercle comme il le faisait auparavant."
" L’altra letizia, che m’era già nota per cara cosa, mi si fece in vista qual fin balasso in che lo sol percuota","L'autre esprit lumineux, qui m'avait été présenté comme un trésor inestimable, se révéla comme un très précieux rubis éclairé par l'irradiation du soleil."
" Per letiziar là sù fulgor s’acquista, sì come riso qui","Dans l'au-delà, ce qu'on cultive est scintillant quand on s'exalte, comme sur Terre si un sourire surgit."
" ma giù s’abbuia l’ombra di fuor, come la mente è trista",tandis qu'à l'extérieur l'ombre s'obscurcit autant que l'esprit est affligé par l'Enfer
" «Dio vede tutto, e tuo veder s’inluia», diss’ io, ",J'ai dit que Dieu voyait tout et que notre perception se fondait dans sa vision.
" «beato spirto, sì che nulla voglia di sé a te puot’ esser fuia","Ô esprit divin, de sorte que rien ne peut résister à votre désir."
" Dunque la voce tua, che ’l ciel trastulla sempre col canto di quei fuochi pii che di sei ali facen la coculla, ","Donc, ta voix, qui, avec le chant des anges dans six ailes, remplit toujours de joie le Ciel."
 perché non satisface a’ miei disii? ,Pourquoi ne pas satisfaire mes désirs ?
" Già non attendere’ io tua dimanda, s’io m’intuassi, come tu t’inmii»",Je ne m'attendrais pas à ce que tu parles si tu pouvais voir en toi comme tu peux le faire en moi.
" «La maggior valle in che l’acqua si spanda», incominciaro allor le sue parole, ",Il a commencé à parler alors qu'il regardait la grande dépression qu'il remplissait d'eau.
" «fuor di quel mar che la terra inghirlanda, tra ’ discordanti liti contra ’l sole tanto sen va, ","au-delà des rivages opposés, à l'horizon vers l'est se trouve une mer si vaste qu'elle embrasse les terres environnantes."
 che fa meridïano là dove l’orizzonte pria far suole,"Avant, c'était l'horizon qui délimite le méridien."
" Di quella valle fu’ io litorano tra Ebro e Macra, che per cammin corto parte lo Genovese dal Toscano",".Je suis venu à la lumière sur les rives de la cuve entre le fleuve Ebro et le Magra, qui pour une courte période divise la Ligurie de la région Toscane."
" Ad un occaso quasi e ad un orto Buggea siede e la terra ond’ io fui, che fé del sangue suo già caldo il porto","Buggea, la ville où je suis né, est illuminée de la même aube et a le même horizon que la ville qui a versé tant de sang dans le port."
 Folco mi disse quella gente a cui fu noto il nome mio,Ceux qui m'ont rencontré m'ont connu comme Folco.
" e questo cielo di me s’imprenta, com’ io fe’ di lui","Comme le Ciel rayonnait de ma lumière, moi aussi je réfléchissais de la sienne."
" ché più non arse la figlia di Belo, noiando e a Sicheo e a Creusa, di me, infin che si convenne al pelo","Belo's daughter, who wronged Creusa and Sicheo, never burned with more love for me than I did while I was young."
" né quella Rodopëa che delusa fu da Demofoonte, né Alcide quando Iole nel core ebbe rinchiusa","Ni Philide, la Rodopée abandonnée par Démophoonte, ne brûla de passion pour lui, ni Alcide ne le fit quand elle tomba amoureuse de Jole."
" Non però qui si pente, ma si ride, ","Au lieu de regretter cela, vous appréciez la situation ici."
" non de la colpa, ch’a mente non torna, ma del valor ch’ordinò e provide","destin Nous ne nous souvenons plus de la culpabilité, mais nous devons reconnaître que c'est la vertu divine qui a établi et déterminé ce sort."
" Qui si rimira ne l’arte ch’addorna cotanto affetto, e discernesi ’l bene per che ’l mondo di sù quel di giù torna","Ici, au Paradis, nous sommes témoins de la gloire divine de la création, enrichie par l'amour de Dieu; et nous pouvons percevoir la sagesse du dessein providentiel pour lequel les divines volontés ont modelé la planète terrestre."
" Ma perché tutte le tue voglie piene ten porti che son nate in questa spera, proceder ancor oltre mi convene","Toutes tes aspirations d'apprentissage nées ici doivent être pleinement réalisées, donc je vais te dire autre chose."
 Tu vuo’ saper chi è in questa lumera che qui appresso me così scintilla come raggio di sole in acqua mera,"Vous aimeriez savoir qui se reflète dans cette lumière brillante à côté de moi, comme si c'était un rayon de soleil dissimulé dans les eaux cristallines."
 Or sappi che là entro si tranquilla Raab,Rahab est un lieu où règne la paix.
" e a nostr’ ordine congiunta, di lei nel sommo grado si sigilla","et, avec notre ciel, il en prend la lumière la plus intense à cause d'elle."
" Da questo cielo, in cui l’ombra s’appunta che ’l vostro mondo face, pria ch’altr’ alma del trïunfo di Cristo fu assunta","Avant que le Christ triomphe, elle fut appelée à faire partie de ce Ciel, dont le cône d'ombre est projeté par la Terre."
" Ben si convenne lei lasciar per palma in alcun cielo de l’alta vittoria che s’acquistò con l’una e l’altra palma, ",Il fut juste d'élever la Croix du Christ au Ciel comme symbole de la grande victoire qui fut conquise par sa crucifixion.
" perch’ ella favorò la prima gloria di Iosüè in su la Terra Santa, che poco tocca al papa la memoria","Le pape se souvient trop peu de la première victoire militaire remportée par Josué en Terre Sainte, qui a cependant eu un grand effet positif."
" La tua città, che di colui è pianta che pria volse le spalle al suo fattore e di cui è la ’nvidia tanto pianta, ","Ta ville, le fruit de la rébellion de celui qui s'opposa le premier à Dieu et qui a causé une grande douleur par son envie."
" produce e spande il maladetto fiore c’ha disvïate le pecore e li agni, però che fatto ha lupo del pastore","Il lança et propagea l'infâme fleuriste qui avait détourné toute la société chrétienne, puisqu'il transforma le berger en loup."
" Per questo l’Evangelio e i dottor magni son derelitti, e solo ai Decretali si studia, sì che pare a’ lor vivagni","De leur apparition maladroite, on déduit que les Décretaux sont lus au détriment des Évangiles et des livres des Pères de l'Église."
 A questo intende il papa e ’ cardinali,Les hauts dignitaires de l'Église catholique envisagent cette question.
" non vanno i lor pensieri a Nazarette, là dove Gabrïello aperse l’ali","Leurs esprits ne errent qu'à Nazareth, où l'archange Gabriel expliqua ses ailes."
" Ma Vaticano e l’altre parti elette di Roma che son state cimitero a la milizia che Pietro seguette, ","Le Vatican et les autres lieux saints de Rome, auxquels assista le martyre des premiers chrétiens qui suivirent saint Pierre, demeurent cependant."
 tosto libere fien de l’avoltero»,Ils seront bientôt dissous de cette profanation.
" Guardando nel suo Figlio con l’Amore che l’uno e l’altro etternalmente spira, lo primo e ineffabile Valore quanto per mente e per loco si gira con tant’ ordine fé, ","La première et inscrutable Puissance, avec l'Esprit Saint qui donne une vie éternelle en elle et le Fils, de force créatrice, a harmonieusement déplacé les Cieux avec une perfection extrême."
 ch’esser non puote sanza gustar di lui chi ciò rimira,Toute vision de lui implique d'apprécier sa magnificence divine.
" Leva dunque, lettore, a l’alte rote meco la vista, dritto a quella parte dove l’un moto e l’altro si percuote","Soulevez les yeux, lecteur, avec moi vers les profondeurs de l'espace infini et regardons où les deux mouvements opposés se rencontrent."
" e lì comincia a vagheggiar ne l’arte di quel maestro che dentro a sé l’ama, tanto che mai da lei l’occhio non parte","Il commence à contempler avec admiration le chef-d'œuvre de cet artiste, tellement qu'il ne peut jamais éloigner son regard."
" Vedi come da indi si dirama l’oblico cerchio che i pianeti porta, per sodisfare al mondo che li chiama",Voir comment l'orbite du Zodiaque qui traîne les planètes répond aux besoins de la Terre d'être appelée.
" Che se la strada lor non fosse torta, molta virtù nel ciel sarebbe in vano, e quasi ogne potenza qua giù morta","Si sa trajectoire n'était pas inclinée vers l'équateur céleste, de nombreuses influences astrales seraient inefficaces et, ici, sur Terre, tout potentiel de la nature serait inexploité."
" e se dal dritto più o men lontano fosse ’l partire, assai sarebbe manco e giù e sù de l’ordine mondano","Si la différence était plus grande ou plus petite, l'équilibre entre les deux hémisphères serait gravement compromis."
" Or ti riman, lettor, sovra ’l tuo banco, dietro pensando a ciò che si preliba, s’esser vuoi lieto assai prima che stanco",".Restez assis à votre place, lecteur, en réfléchissant sur ce que je vous ai dit et sur ce qui est à venir; si vous voulez vous sentir mieux avant d'être fatigué."
 Messo t’ho innanzi,Je t'ai mis de la nourriture devant toi.
 omai per te ti ciba,Tu dois te nourrir tout seul maintenant.
 ché a sé torce tutta la mia cura quella materia ond’ io son fatto scriba,"Comme cette matière suscite toute ma concentration, il m'est demandé de la transcrire."
" Lo ministro maggior de la natura, che del valor del ciel lo mondo imprenta e col suo lume il tempo ne misura, ","Le plus grand souverain de la nature, qui remplit la Terre avec son avantage puissance et règle les heures avec sa luminosité."
" con quella parte che sù si rammenta congiunto, si girava per le spire in che più tosto ognora s’appresenta","Avec le point exposé ci-dessus, il tournait dans la spirale où chaque jour se levait un peu plus tôt."
 e io era con lui,J'étais à ses côtés.
" ma del salire non m’accors’ io, se non com’ uom s’accorge, anzi ’l primo pensier, del suo venire","Je n'étais pas conscient d'être monté jusqu'ici, si ce n'est comment on est conscient qu'une pensée inattendue est déjà apparue."
" È Bëatrice quella che sì scorge di bene in meglio, sì subitamente che l’atto suo per tempo non si sporge","Beatrice se déplace dans les cieux avec une vitesse extrême, presque immédiatement."
" Quant’ esser convenia da sé lucente quel ch’era dentro al sol dov’ io entra’mi, non per color, ma per lume parvente","Les bienheureux la Lumière qui flottait dans le Ciel du Soleil devait être brillante, parce que je les avais reconnus même si tous étaient de la même couleur."
" Perch’ io lo ’ngegno e l’arte e l’uso chiami, sì nol direi che mai s’imaginasse","Malgré mes efforts pour utiliser la perspicacité, l'habileté et les connaissances pour le faire, je ne peux pas faire une description exhaustive des objets."
 ma creder puossi e di veder si brami,"il faut espérer assister à l'événement, même s'il est difficile à croire."
" E se le fantasie nostre son basse a tanta altezza, non è maraviglia","si, dans l'effort de l'exprimer, de nombreux systèmes différents se sont succédéIl n'est pas étonnant qu'un grand nombre de ""méthodes"" différentes aient été créées pour essayer de transmettre quelque chose de si complexe dans une langue avec des limitations."
 ché sopra ’l sol non fu occhio ch’andasse,Aucun être humain n'a jamais vu une luminosité plus forte que celle du Soleil.
" Tal era quivi la quarta famiglia de l’alto Padre, che sempre la sazia, mostrando come spira e come figlia","La quatrième troupe des bienheureux se trouvait ici, étant éternellement rassasiée par le Père qui leur révélait le mystère de la Trinité."
 E Bëatrice cominciò,à rireBeatrice éclata dans un rire.
" «Ringrazia, ringrazia il Sol de li angeli, ch’a questo sensibil t’ha levato per sua grazia»",Que la grâce du Soleil des Anges soit louée car elle t'a élevé à ce monde de manifestation matérielle.
" Cor di mortal non fu mai sì digesto a divozione e a rendersi a Dio con tutto ’l suo gradir cotanto presto, ",Un homme n'a jamais eu un cœur aussi prompt à chanter des prières au Seigneur par les paroles de sa gratitude.
 come a quelle parole mi fec’ io,comme je l'étais par rapport à ces mots
" e sì tutto ’l mio amore in lui si mise, che Bëatrice eclissò ne l’oblio","Mon affection s'est concentrée sur Lui, au point de nous faire oublier Beatrice."
 Non le dispiacque,Elle n'a pas été désolée.
" ma sì se ne rise, che lo splendor de li occhi suoi ridenti mia mente unita in più cose divise",Il s'est mis à sourire avec tellement de joie que sa vue m'a réfuté avec les pensées les plus complexes.
" Io vidi più folgór vivi e vincenti far di noi centro e di sé far corona, più dolci in voce che in vista lucenti",".J'ai vu des dizaines de lumières brillantes et vives, plus lumineuses que le Soleil, nous entourer comme une couronne à laquelle nous étions au centre; la chanson de leur luminosité chantait plus doucement qu'elle n'était brillante."
" così cinger la figlia di Latona vedem talvolta, quando l’aere è pregno, sì che ritenga il fil che fa la zona","lumineuxParfois, nous observons une bande lumineuse autour de la Lune quand l'air est humide et reflète les rayons de la Lune."
" Ne la corte del cielo, ond’ io rivegno, si trovan molte gioie care e belle tanto che non si posson trar del regno","Dans la cour du Paradis, d'où je suis ramené, il y a beaucoup de bijoux beaux et précieux qui sont si brillants qu'ils ne peuvent être emportés de ce royaume."
 e ’l canto di quei lumi era di quelle,Le son de ces lampadaires était comme l'un des trésors.
" chi non s’impenna sì che là sù voli, dal muto aspetti quindi le novelle","Qui n'a pas la capacité d'aller jusqu'en haut, n'espère pas que je le décrirai comme quelqu'un qui apporte des nouvelles, comme un muet."
" Poi, sì cantando, quelli ardenti soli si fuor girati intorno a noi tre volte, ","Une fois que ces astres rayonnants avaient terminé leur chant avec trois tours,"
" come stelle vicine a’ fermi poli, donne mi parver, non da ballo sciolte, ma che s’arrestin tacite, ","Comme deux astres proches du firmament, les femmes semblaient continuer à danser dans un silence véridique."
 ascoltando fin che le nove note hanno ricolte,En écoutant jusqu'à ce qu'ils entendent la musique qui a fait recommencer la danse
 E dentro a l’un senti’ cominciar,L'une de ces lumières apporta la voix qui disait:
" «Quando lo raggio de la grazia, onde s’accende verace amore e che poi cresce amando, multiplicato in te tanto resplende, ","toi, âme bienheureuse, par le mérite, garde l'honneur élevé grâce à la splendeur de la grâce divine qui engendre un amour sincère et croissant, tu es béni et élevé envers des honneurs immenses."
 che ti conduce su per quella scala u’ sanza risalir nessun discende,il vous accompagne le long de ce chemin qui ne peut pas être parcouru sans revenir en arrière.
" qual ti negasse il vin de la sua fiala per la tua sete, in libertà non fora se non com’ acqua ch’al mar non si cala","Si quelqu'un ne te permettait pas de boire du vin de son flacon pour apaiser ta soif, ce serait comme si un ruisseau bloquait le flux d'eau d'une source à la mer."
 Tu vuo’ saper di quai piante s’infiora questa ghirlanda che ’ntorno vagheggia la bella donna ch’al ciel t’avvalora,?Quelles sont les fleurs qui composent la guirlande autour de la belle figure féminine qui vous accompagne vers le Paradis?
