Original,Translate
" vid’ io in essa luce altre lucerne muoversi in giro più e men correnti, al modo, credo, di lor viste interne","J'ai vu dans ce Ciel lumineux d'autres lumières, qui tournaient plus ou moins vite, comme, je crois, jouissaient de leur vision intérieure."
" Di fredda nube non disceser venti, o visibili o no, tanto festini, ","D'un nuage froid, il ne descendit jamais des vents visibles ou invisibles si rapides,"
" che non paressero impediti e lenti a chi avesse quei lumi divini veduti a noi venir, lasciando il giro pria cominciato in li alti Serafini","qu'ils ne semblaient pas freinés et lents à ceux qui avaient vu ces lumières divines venir vers nous, laissant la danse qu'ils avaient commencé avant dans le Premier Mobile"
" e dentro a quei che più innanzi appariro sonava ‘Osanna’ sì, che unque poi di rïudir non fui sanza disiro","Et à l'intérieur de celles qui nous paraissaient les plus proches, il y avait un Hosanna tel qu'il ne m'a jamais manqué d'avoir envie de le sentir."
 Indi si fece l’un più presso a noi e solo incominciò,Alors un esprit s'approcha de nous et se mit à parler lui-même.
" «Tutti sem presti al tuo piacer, perché di noi ti gioi","Nous sommes tous exhortés à satisfaire ton plaisir, afin que tu te réjouisses grâce à nous."
" Noi ci volgiam coi principi celesti d’un giro e d’un girare e d’una sete, ai quali tu del mondo già dicesti","Nous tournons, partageant la même danse, le même mouvement et le même désir que Dieu, avec les princes, auxquels tu as dit autrefois dans le monde."
 ‘Voi che ’ntendendo il terzo ciel movete’,"""Vous qui, avec votre intelligence, déplacez le troisième ciel"""
" e sem sì pien d’amor, che, per piacerti, non fia men dolce un poco di quïete»","et nous sommes si pleins d'amour que, pour te plaire, il n'y aura pas moins doux de rester immobile pendant un certain temps."
" Poscia che li occhi miei si fuoro offerti a la mia donna reverenti, ed essa fatti li avea di sé contenti e certi, ","Après avoir regardé avec respect ma femme, et après qu'elle m'ait rassuré avec un signe,"
" rivolsersi a la luce che promessa tanto s’avea, e «Deh, chi siete?» fue la voce mia di grande affetto impressa","J'ai tourné les yeux vers la lumière que tant de promesses m'avait faite et j'ai dit avec la voix pleine d'une grande affection Ã Orsù, qui êtes-vous?"
" E quanta e quale vid’ io lei far piùe per allegrezza nova che s’accrebbe, quando parlai, a l’allegrezze sue","Comment j'ai vu cette lumière devenir plus grande et plus lumineuse, quand j'ai parlé, à cause de l'accroissement de la joie qui s'ajouta à la joie qu'elle ressentait déjà."
" Così fatta, mi disse","Après être devenue comme ça, il m'a dit:"
 «Il mondo m’ebbe giù poco tempo,Le monde m'avait peu de temps avec lui.
" e se più fosse stato, molto sarà di mal, che non sarebbe","Et si j'avais vécu plus longtemps, beaucoup de mal qui arriverait ne se produirait pas."
 La mia letizia mi ti tien celato che mi raggia dintorno e mi nasconde quasi animal di sua seta fasciato,"Ma joie qui brille autour de moi me cache à tes yeux, Comme un animal bandé de soie."
" Assai m’amasti, e avesti ben onde",Tu m'as beaucoup aimé et tu as raison.
" che s’io fossi giù stato, io ti mostrava di mio amor più oltre che le fronde","Car si j'avais vécu encore, je t'aurais montré non seulement les rameaux de mon affection."
" Quella sinistra riva che si lava di Rodano poi ch’è misto con Sorga, per suo segnore a tempo m’aspettava, ","Cette rive gauche qui est mouillée par le Rhône après que le Sorgue a abouti en elle m'attendait depuis longtemps comme son seigneur,"
" e quel corno d’Ausonia che s’imborga di Bari e di Gaeta e di Catona, da ove Tronto e Verde in mare sgorga","ainsi que cette corne d'Italie qui a comme ville Bari, Gaeta et Cathona, d'où les fleuves Tronto et Liri se jettent en mer."
 Fulgeami già in fronte la corona di quella terra che ’l Danubio riga poi che le ripe tedesche abbandona,"La couronne de cette terre que traverse le Danube, après avoir abandonné les terres allemandes, brille déjà sur mon front."
" E la bella Trinacria, che caliga tra Pachino e Peloro, sopra ’l golfo che riceve da Euro maggior briga, ","Et la belle Sicile, qui est couverte de caligines entre Pachino et Peloro, sur le golfe qui est battu par le Sirocco,"
" non per Tifeo ma per nascente solfo, ","Pas à cause du géant Tifeo, mais du soufre,"
" attesi avrebbe li suoi regi ancora, nati per me di Carlo e di Ridolfo, ","il attendrait encore ses rois nés à travers moi de Charles et Rodolfo,"
" se mala segnoria, che sempre accora li popoli suggetti, non avesse mosso Palermo a gridar","Si le mauvais gouvernement qui pousse toujours les peuples à se rebeller, n'avait pas poussé Palerme à crier"
" “Mora, mora”","""Muez ! Meurs !"""
" E se mio frate questo antivedesse, l’avara povertà di Catalogna già fuggeria, perché non li offendesse","Et si mon frère Roberto prédisait cela, il éviterait déjà l'avarice digne des Catalans parce que tu ne le blesses pas."
" ché veramente proveder bisogna per lui, o per altrui, sì ch’a sua barca carcata più d’incarco non si pogna","Car il faut vraiment qu'il soit pourvu, lui ou quelqu'un à sa place, afin d'éviter que son royaume ne subisse d'autres dommages."
" La sua natura, che di larga parca discese, avria mestier di tal milizia che non curasse di mettere in arca»","Son caractère, qui, bien que descendant d'ancêtres libéraux est avare, aurait besoin de soldats tels qu'ils ne se soucient pas seulement d'empocher des gains ..."
" «Però ch’i’ credo che l’alta letizia che ’l tuo parlar m’infonde, segnor mio, là ’ve ogne ben si termina e s’inizia, ","Car je crois que la grande joie qui m'inspire ton discours, mon seigneur, tu la vois là où elle finit et commence tout bien."
" per te si veggia come la vegg’ io, grata m’è più","Tu la vois comme je la vois, elle m'est encore plus agréable."
 e anco quest’ ho caro perché ’l discerni rimirando in Dio,et j'aime le fait qu'elle soit vue en regardant en Dieu.
" Fatto m’hai lieto, e così mi fa chiaro, poi che, parlando, a dubitar m’hai mosso com’ esser può, di dolce seme, amaro»","Tu m'as rendu heureux, maintenant rends-moi les choses claires, car par tes paroles tu m'as amené à douter de la façon dont un fils peut être dégénéré par rapport à son père."
 Questo io a lui,C'est ce que je lui ai dit.
 ed elli a me,et il me répondit:
" «S’io posso mostrarti un vero, a quel che tu dimandi terrai lo viso come tien lo dosso","Si je peux te montrer la vérité, par rapport à ton doute, tu auras le visage tourné là où tu tournes le dos."
" Lo ben che tutto il regno che tu scandi volge e contenta, fa esser virtute sua provedenza in questi corpi grandi","Le bien qui fait tourner et satisfait tout le royaume que tu traverses, fait que la Providence devienne une vertu opérationnelle dans ces astres"
" E non pur le nature provedute sono in la mente ch’è da sé perfetta, ma esse insieme con la lor salute","Et dans l'esprit de Dieu qui est parfait en lui-même, ce ne sont pas seulement les diverses natures qui sont déterminées, mais aussi leur fin."
" per che quantunque quest’ arco saetta disposto cade a proveduto fine, sì come cosa in suo segno diretta","En effet, quoi qu'il soit dirigé par les influences célestes, il se réalise avec un but bien précis et déterminé, comme une flèche dirigée contre une cible"
" Se ciò non fosse, il ciel che tu cammine producerebbe sì li suoi effetti, che non sarebbero arti, ma ruine","Si ce n'était pas le cas, le Ciel que tu parcourrais produirait ses effets de telle sorte qu'ils ne seraient pas bénéfiques influences, mais ruines"
" e ciò esser non può, se li ’ntelletti che muovon queste stelle non son manchi, e manco il primo, che non li ha perfetti","et cela ne peut arriver, si les intelligences angéliques qui bougent ces étoiles ne sont pas défectueuses, et si ce n'est même pas le premier intelligence qui ne les rendrait pas parfaites"
 Vuo’ tu che questo ver più ti s’imbianchi?»,Voulez-vous plus d'explications à ce sujet?
 E io,Et moi
" «Non già ché impossibil veggio che la natura, in quel ch’è uopo, stanchi»","""Non, car je comprends qu'il est impossible que la nature échoue dans ce qui est nécessaire"""
 Ond’ elli ancora,Alors il poursuivit.
 «Or dì,Alors dis-moi.
" sarebbe il peggio per l’omo in terra, se non fosse cive?»",Serait-ce pire pour l'homme qui vit sur Terre s'il n'était pas citoyen ?
" «Sì», rispuos’ io","J'ai répondu: ""Oui, j'ai répondu."""
 «e qui ragion non cheggio»,Je ne demande pas d'explications à ce sujet.
" «E puot’ elli esser, se giù non si vive diversamente per diversi offici? ",Est-ce que cela pourrait arriver si l'on ne vivait pas sur Terre en exerçant chacun une fonction différente?
" Non, se ’l maestro vostro ben vi scrive»","non, si votre maître écrit le vrai..."
 Sì venne deducendo infino a quici,C'est ainsi qu'il raisonna jusqu'à ce point.
 poscia conchiuse,puis terminé
 «Dunque esser diverse convien di vostri effetti le radici,Il faut donc que les racines de vos effets soient différentes.
" per ch’un nasce Solone e altro Serse, altro Melchisedèch e altro quello che, volando per l’aere, il figlio perse","C'est pourquoi un homme naît législateur et un autre chef, un sacrificateur et un autre ingénieur, comme celui qui a perdu son fils qui volait au ciel."
" La circular natura, ch’è suggello a la cera mortal, fa ben sua arte, ma non distingue l’un da l’altro ostello","L'intelligence angélique, qui imprime le sceau à la cire mortelle, opère son art mais ne distingue pas une famille de l'autre"
 Quinci addivien ch’Esaù si diparte per seme da Iacòb,C'est pourquoi Ésaü est différent de son frère Jacob.
" e vien Quirino da sì vil padre, che si rende a Marte",C'est pourquoi Romulus descend d'un père si humble qu'on l'attribue à Mars.
" Natura generata il suo cammino simil farebbe sempre a’ generanti, se non vincesse il proveder divino","La nature créée parcourirait un chemin toujours égal à celui des générations, si la Providence divine n'était pas plus forte"
 Or quel che t’era dietro t’è davanti,"Maintenant, ce qui était derrière toi est devant toi."
" ma perché sappi che di te mi giova, un corollario voglio che t’ammanti","Mais pour que tu saches que j'aime être avec toi, je veux encore te donner un corollaire."
" Sempre natura, se fortuna trova discorde a sé, com’ ogne altra semente fuor di sua regïon, fa mala prova","La nature, chaque fois qu'elle trouve les conditions extérieures discordantes, produit de mauvais effets comme une graine tombée dans un sol qui ne convient pas à cette espèce."
" E se ’l mondo là giù ponesse mente al fondamento che natura pone, seguendo lui, avria buona la gente","Et si le monde terrestre s'accrochait davantage au fondement posé par la nature , le suivre aurait de meilleures personnes"
" Ma voi torcete a la religïone tal che fia nato a cignersi la spada, e fate re di tal ch’è da sermone","Mais vous forcez à la vie religieuse quelqu'un qui serait né pour porter l'épée, et vous faites roi qui mènerait à la religion."
 onde la traccia vostra è fuor di strada»,C'est pourquoi votre chemin est hors de la voie droite.
" Da poi che Carlo tuo, bella Clemenza, m’ebbe chiarito, mi narrò li ’nganni che ricever dovea la sua semenza","Après que ton Charles, jolie Clemenza, eut clarifié mes doutes, il me raconta les tromperies qu'il devait subir à sa postérité."
 ma disse,mais dit:
 «Taci e lascia muover li anni»,Taisez-vous et laissez passer les années.
 sì ch’io non posso dir se non che pianto giusto verrà di retro ai vostri danni,Je ne peux donc dire que vos malheurs seront punis à juste titre par Dieu.
 E già la vita di quel lume santo rivolta s’era al Sol che la rïempie come quel ben ch’a ogne cosa è tanto,Et maintenant l'âme de cette sainte lumière s'était tournée vers le Soleil qui la remplit comme le bien qui est plus grand que n'importe quoi.
" Ahi anime ingannate e fatture empie, che da sì fatto ben torcete i cuori, drizzando in vanità le vostre tempie","Hélas, âmes égarées et créatures méchantes, qui détournez les cœurs d'un bien semblable, et qui tournent votre esprit vers des choses vaines."
" Ed ecco un altro di quelli splendori ver’ me si fece, e ’l suo voler piacermi significava nel chiarir di fori","Et voici, un autre de ces splendeurs s'approcha de moi, et, par sa splendeur, il manifesta la volonté de répondre à mes questions."
" Li occhi di Bëatrice, ch’eran fermi sovra me, come pria, di caro assenso al mio disio certificato fermi","Les yeux de Béatrice, qui étaient fixés sur moi, comme ils l'avaient fait auparavant, me donnèrent un signe d'approbation à mon désir de parler."
" «Deh, metti al mio voler tosto compenso, beato spirto», dissi, ","Orsù, l'esprit bienheureux, mets un contrepoids à ma volonté, je dis,"
 «e fammi prova ch’i’ possa in te refletter quel ch’io penso»,Et montre-moi que mes pensées peuvent être réfléchies dans ton esprit.
" Onde la luce che m’era ancor nova, del suo profondo, ond’ ella pria cantava, seguette come a cui di ben far giova","Alors cette lumière, que je ne connaissais pas encore, de sa profondeur où elle chantait auparavant, commença à parler comme celui qui aime faire le bien."
" «In quella parte de la terra prava italica che siede tra Rïalto e le fontane di Brenta e di Piava, ","Dans cette partie de la terre méchante d'Italie qui est comprise entre Rialto et les sources de Brenta et Piave,"
" si leva un colle, e non surge molt’ alto, là onde scese già una facella che fece a la contrada un grande assalto","Il se lève une colline pas très haute, d'où descendit une torche incendiaire qui exerça une domination tyrannique sur la région."
 D’una radice nacqui e io ed ella,Nous sommes tous les deux nés des mêmes parents.
" Cunizza fui chiamata, e qui refulgo perché mi vinse il lume d’esta stella",J'ai été appelée Cunizza et j'ai resplendi dans ce Ciel parce que j'ai été submergée par l'influence de cette planète.
" ma lietamente a me medesma indulgo la cagion di mia sorte, e non mi noia","Mais je pardonne avec joie à moi-même la cause de mon sort, et je ne le regrette pas."
 che parria forse forte al vostro vulgo,"ce qui, peut-être, semble difficile à comprendre pour le vulgaire"
" Di questa luculenta e cara gioia del nostro cielo che più m’è propinqua, grande fama rimase",De cette joyau brillant et précieux de notre Ciel qui m'est le plus proche est restée une grande renommée
" e pria che moia, questo centesimo anno ancor s’incinqua","et avant qu'elle s'évanouisse, pas moins de cinq siècles passeront."
" vedi se far si dee l’omo eccellente, sì ch’altra vita la prima relinqua","Voyez si l'homme doit veiller à acquérir la renommée, afin de laisser derrière sa vie mortelle une autre vie glorieuse."
" E ciò non pensa la turba presente che Tagliamento e Adice richiude, né per esser battuta ancor si pente","Mais le peuple qui habite aujourd'hui la marque Trevigiana, entre le Taillage et le Tyrol du Sud, ne pense pas à cela, et bien qu'il subisse des châtiments, il ne se repent pas."
" ma tosto fia che Padova al palude cangerà l’acqua che Vincenza bagna, per essere al dover le genti crude","mais il arrivera bientôt que les Padoues changeront avec leur sang l'eau du marais qui baigne Vicence , en supposant qu'ils sont réticents à leur devoir"
" e dove Sile e Cagnan s’accompagna, tal signoreggia e va con la testa alta, che già per lui carpir si fa la ragna","Et là où le Sile et le Cagnan s'unissent, il y a un tyran qui domine avec orgueil, si bien que l'on ordine déjà la conspiration qui l'éliminera."
" Piangerà Feltro ancora la difalta de l’empio suo pastor, che sarà sconcia sì, che per simil non s’entrò in malta","En outre, Feltre regrettera la trahison de son évêque méchant, qui sera tellement odieux que personne n'a jamais été emprisonné pour un acte semblable."
" Troppo sarebbe larga la bigoncia che ricevesse il sangue ferrarese, e stanco chi ’l pesasse a oncia a oncia, ","Trop grand devrait être le récipient qui contient tout le sang ferré et serait fatigué qui le pèse avec précision,"
 che donerà questo prete cortese per mostrarsi di parte,le sang que ce prêtre courtois répandra pour montrer sa fidélité à son parti.
 e cotai doni conformi fieno al viver del paese,et ces dons seront conformes aux coutumes de cette terre.
" Sù sono specchi, voi dicete Troni, onde refulge a noi Dio giudicante","En haut, il y a des miroirs que vous appelez Trônes, d'où Dieu de jugement resplendit à nous."
 sì che questi parlar ne paion buoni»,Donc ces discours nous paraissent justes
 Qui si tacette,C'est là qu'elle s'est calmée.
" e fecemi sembiante che fosse ad altro volta, per la rota in che si mise com’ era davante","Et il me montra qu'il s'était tourné vers autre chose, parce qu'il recommençait à danser en rond comme il le faisait auparavant."
" L’altra letizia, che m’era già nota per cara cosa, mi si fece in vista qual fin balasso in che lo sol percuota","L'autre esprit joyeux, qui m'avait déjà été présenté comme une âme précieuse, se montra comme un rubis raffiné frappé par la lumière du soleil."
" Per letiziar là sù fulgor s’acquista, sì come riso qui","Au Paradis, on acquiert de la gloire quand on est heureux, comme sur Terre quand on rit."
" ma giù s’abbuia l’ombra di fuor, come la mente è trista","Au lieu de cela, en Enfer, l'ombre se rabouie à l'extérieur, autant que l'esprit est attristé."
" «Dio vede tutto, e tuo veder s’inluia», diss’ io, ","Dieu voit tout, et ta vue s'entrecroise en Lui, dit-il."
" «beato spirto, sì che nulla voglia di sé a te puot’ esser fuia","ô bienheureux esprit, afin qu'aucun désir ne puisse t'échapper"
" Dunque la voce tua, che ’l ciel trastulla sempre col canto di quei fuochi pii che di sei ali facen la coculla, ","Donc, ta voix, qui réjouit toujours le Ciel avec le chant de ces anges qui s'amusent de six ailes,"
 perché non satisface a’ miei disii? ,Pourquoi n'exauce-t-il pas mes désirs ?
" Già non attendere’ io tua dimanda, s’io m’intuassi, come tu t’inmii»","Je n'attendrais pas que tu parles, si tu pouvais pénétrer en toi comme tu peux le faire en moi."
" «La maggior valle in che l’acqua si spanda», incominciaro allor le sue parole, ","Le plus grand ascension où l'eau se répandit, se mit alors à parler,"
" «fuor di quel mar che la terra inghirlanda, tra ’ discordanti liti contra ’l sole tanto sen va, ","hors de cette mer qui entoure les terres, elle s'étend vers l'orient parmi les rivages opposés tant"
 che fa meridïano là dove l’orizzonte pria far suole,qui se fait méridien là où d'abord il fait horizon
" Di quella valle fu’ io litorano tra Ebro e Macra, che per cammin corto parte lo Genovese dal Toscano","Je suis né sur les côtes de cet enchevêtrement, entre les fleuves Ebro et Magra, qui, sur une courte distance, sépare la Ligurie de la Toscane."
" Ad un occaso quasi e ad un orto Buggea siede e la terra ond’ io fui, che fé del sangue suo già caldo il porto","La ville de Buggea et celle où je suis né, qui versa tant de sang dans le port, ont presque le même lever et le même horizon."
 Folco mi disse quella gente a cui fu noto il nome mio,Ceux qui m'ont rencontré m'ont appelé Folco.
" e questo cielo di me s’imprenta, com’ io fe’ di lui",et ce Ciel resplendit de ma lumière comme je resplendis de sa lumière
" ché più non arse la figlia di Belo, noiando e a Sicheo e a Creusa, di me, infin che si convenne al pelo","Car la fille de Belo, qui a offensé Créusa et Sichéus, ne brûla point d'amour plus que moi, jusqu'à ce que je fus jeune."
" né quella Rodopëa che delusa fu da Demofoonte, né Alcide quando Iole nel core ebbe rinchiusa","ni ne brûlèrent d'amour la rodouée Philide, qui fut abandonnée par Démophoon, ni l'Alcide quand il fut amoureux de Jole."
" Non però qui si pente, ma si ride, ","Mais ici, on ne se repent pas de cela, mais on se réjouit"
" non de la colpa, ch’a mente non torna, ma del valor ch’ordinò e provide","Ce n'est pas de la culpabilité, dont le souvenir est effacé en nous, mais de la vertu divine qui a déterminé et mis cela en place."
" Qui si rimira ne l’arte ch’addorna cotanto affetto, e discernesi ’l bene per che ’l mondo di sù quel di giù torna","Ici, au Paradis, on contemple l'art divine de la création que l'amour de Dieu embellit et se distingue le but providentiel pour lequel les Cieux donnent forme au monde terrestre."
" Ma perché tutte le tue voglie piene ten porti che son nate in questa spera, proceder ancor oltre mi convene","Mais pour que tous les désirs de connaissance qui sont nés en toi dans ce Ciel soient pleinement satisfaits, je dois encore te dire quelque chose d'autre."
 Tu vuo’ saper chi è in questa lumera che qui appresso me così scintilla come raggio di sole in acqua mera,"Tu veux savoir qui est dans cette lumière qui brille à côté de moi, pour que ça ressemble à un rayon de soleil dans une eau cristalline."
 Or sappi che là entro si tranquilla Raab,Sache que Rahab est en paix là-dedans.
" e a nostr’ ordine congiunta, di lei nel sommo grado si sigilla","et, unie à notre Ciel, il reçoit l'empreinte d'elle au plus haut degré"
" Da questo cielo, in cui l’ombra s’appunta che ’l vostro mondo face, pria ch’altr’ alma del trïunfo di Cristo fu assunta","Elle fut assumée par ce Ciel, où se termine le cône d'ombre projeté par la Terre, avant toute autre âme par le triomphe du Christ."
" Ben si convenne lei lasciar per palma in alcun cielo de l’alta vittoria che s’acquistò con l’una e l’altra palma, ","Il fut juste de la laisser dans un Ciel comme symbole de la grande victoire qui s'obtint par la crucifixion du Christ,"
" perch’ ella favorò la prima gloria di Iosüè in su la Terra Santa, che poco tocca al papa la memoria","parce qu'elle a favorisé la première victoire militaire de Josué en Terre sainte, dont le pape se souvient aujourd'hui trop peu"
" La tua città, che di colui è pianta che pria volse le spalle al suo fattore e di cui è la ’nvidia tanto pianta, ","ta ville qui est produite de celui qui s'est rebellé le premier contre Dieu et dont l'envie est source de tant de souffrances,"
" produce e spande il maladetto fiore c’ha disvïate le pecore e li agni, però che fatto ha lupo del pastore","coule et répand le maudit fleurin qui a égaré tout le peuple chrétien, en ce qu'il a transformé le pasteur en loup."
" Per questo l’Evangelio e i dottor magni son derelitti, e solo ai Decretali si studia, sì che pare a’ lor vivagni","C'est pourquoi l'Evangile et les livres des Pères de l'Eglise sont négligés, et on ne lit que les Décrétaux, comme il apparaît de leurs marges sales."
 A questo intende il papa e ’ cardinali,Le pape et les cardinaux ne pensent qu'à cela.
" non vanno i lor pensieri a Nazarette, là dove Gabrïello aperse l’ali","leurs pensées ne vont pas à Nazareth, où l'archange Gabriel ouvrit ses ailes."
" Ma Vaticano e l’altre parti elette di Roma che son state cimitero a la milizia che Pietro seguette, ","Cependant, le Vatican et les autres lieux sacrés de Rome, qui ont vu le martyre des premiers chrétiens qui suivirent Pierre,"
 tosto libere fien de l’avoltero»,Ils seront bientôt libérés de cette profanation...
" Guardando nel suo Figlio con l’Amore che l’uno e l’altro etternalmente spira, lo primo e ineffabile Valore quanto per mente e per loco si gira con tant’ ordine fé, ","La première et indicible Puissance , en regardant le Fils avec l'Esprit Saint qui respire éternellement des deux, créa le mouvement harmonieux des Cieux d'une manière si parfaite"
 ch’esser non puote sanza gustar di lui chi ciò rimira,qu'il n'est pas possible de l'admirer sans jouir de l'image divine
" Leva dunque, lettore, a l’alte rote meco la vista, dritto a quella parte dove l’un moto e l’altro si percuote","Alors, ô lecteur, lève ton regard avec moi aux sphères célestes, vers le point où les deux mouvements opposés se croisent"
" e lì comincia a vagheggiar ne l’arte di quel maestro che dentro a sé l’ama, tanto che mai da lei l’occhio non parte","et commence à admirer là l'œuvre d'art de cet artisan qui l'aime en lui-même, au point qu'il n'en détourne jamais les yeux."
" Vedi come da indi si dirama l’oblico cerchio che i pianeti porta, per sodisfare al mondo che li chiama","Voyez comment le Zodiaque qui emmène les planètes, pour répondre aux besoins de la Terre qui les invoque, s'éloigne de là."
" Che se la strada lor non fosse torta, molta virtù nel ciel sarebbe in vano, e quasi ogne potenza qua giù morta","En effet, si sa trajectoire n'était pas oblique par rapport à l'équateur céleste, beaucoup d'influences astrales seraient inutiles et ici, sur Terre, tout potentiel de la nature resterait inactif."
" e se dal dritto più o men lontano fosse ’l partire, assai sarebbe manco e giù e sù de l’ordine mondano","et si la divergence était plus ou moins grande, l'ordre du monde serait très manquant dans les deux hémisphères."
" Or ti riman, lettor, sovra ’l tuo banco, dietro pensando a ciò che si preliba, s’esser vuoi lieto assai prima che stanco","Maintenant reste, lecteur, au-dessus de ta table, en pensant à ce que je te dis et qui s'annonce, si tu veux te réjouir avant d'être fatigué"
 Messo t’ho innanzi,J'ai mis la nourriture devant toi.
 omai per te ti ciba,"Maintenant tu dois manger seul,"
 ché a sé torce tutta la mia cura quella materia ond’ io son fatto scriba,Car cette matière que je suis appelé à transcrire attire toute mon attention.
" Lo ministro maggior de la natura, che del valor del ciel lo mondo imprenta e col suo lume il tempo ne misura, ","Le plus grand ministre de la nature, qui diffuse son influence bénéfique sur la Terre et avec sa lumière mesure le temps,"
" con quella parte che sù si rammenta congiunto, si girava per le spire in che più tosto ognora s’appresenta","Avec ce point que j'ai dit tout à l'heure, il tournait dans cette spirale où chaque jour se lève un peu plus tôt."
 e io era con lui,Et j'étais avec lui.
" ma del salire non m’accors’ io, se non com’ uom s’accorge, anzi ’l primo pensier, del suo venire","Mais je ne me rendis pas compte que j'étais monté, si ce n'est comme celui qui se rend compte d'une pensée soudaine seulement après que celui-ci est apparu."
" È Bëatrice quella che sì scorge di bene in meglio, sì subitamente che l’atto suo per tempo non si sporge","Béatrice conduit d'un ciel à le supérieur si rapidement, que son acte est pratiquement instantané"
" Quant’ esser convenia da sé lucente quel ch’era dentro al sol dov’ io entra’mi, non per color, ma per lume parvente","Les lumières des bienheureux qui étaient à l'intérieur du Ciel du Soleil devaient être vraiment brillantes, parce que je les distinguais même si elles n'étaient pas de couleur différente."
" Perch’ io lo ’ngegno e l’arte e l’uso chiami, sì nol direi che mai s’imaginasse","Même si j'invoque mon ingéniosité, l'art et l'expérience, je ne pourrais pas décrire tout cela pour en faire une idée accomplie."
 ma creder puossi e di veder si brami,Mais on peut croire et donc il faut vouloir le voir.
" E se le fantasie nostre son basse a tanta altezza, non è maraviglia","Et si notre langage est si inadapté à une matière aussi haute, il ne faut pas s'étonner"
 ché sopra ’l sol non fu occhio ch’andasse,"En fait, aucun œil humain n'a jamais vu une lumière plus intense que celle du soleil."
" Tal era quivi la quarta famiglia de l’alto Padre, che sempre la sazia, mostrando come spira e come figlia","C'est ainsi que se présentait la quatrième troupe des bienheureux, que le Père rassasie continuellement en lui montrant le mystère de la Trinité."
 E Bëatrice cominciò,Et Béatrice a commencé
" «Ringrazia, ringrazia il Sol de li angeli, ch’a questo sensibil t’ha levato per sua grazia»","Merci, remercie le Soleil des Anges qui, par sa grâce, t'a soulevé à ce Soleil matériel."
" Cor di mortal non fu mai sì digesto a divozione e a rendersi a Dio con tutto ’l suo gradir cotanto presto, ","Le cœur d'un homme n'a jamais été aussi disposé à se vouer à Dieu et à se rendre à lui avec toute sa gratitude,"
 come a quelle parole mi fec’ io,Comme je l'ai été à ces paroles.
" e sì tutto ’l mio amore in lui si mise, che Bëatrice eclissò ne l’oblio",et mon amour s'adressa à Lui à tel point qu'il oublia totalement Béatrice
 Non le dispiacque,Ça ne l'a pas dérangée.
" ma sì se ne rise, che lo splendor de li occhi suoi ridenti mia mente unita in più cose divise","Et il en sourit, au point que la splendeur de ses yeux joyeux amena mon esprit à se partager entre plusieurs choses."
" Io vidi più folgór vivi e vincenti far di noi centro e di sé far corona, più dolci in voce che in vista lucenti","J'ai vu plusieurs lumières vives et éblouissantes plus que le soleil nous entourer comme une couronne, dont nous étions le centre, qui chantaient plus doucement qu'elles n'étaient lumineuses."
" così cinger la figlia di Latona vedem talvolta, quando l’aere è pregno, sì che ritenga il fil che fa la zona","Ainsi, parfois, nous voyons la Lune entourée d'un halo, quand l'air est humide et retient le rayon lunaire qui forme une bande"
" Ne la corte del cielo, ond’ io rivegno, si trovan molte gioie care e belle tanto che non si posson trar del regno","Dans la cour du Paradis, d'où je reviens, on trouve beaucoup de bijoux beaux et précieux, si bien qu'on ne peut pas emporter ce royaume."
 e ’l canto di quei lumi era di quelle,et le chant de ces lumières était l'un de ces bijoux
" chi non s’impenna sì che là sù voli, dal muto aspetti quindi le novelle","Celui qui n'est pas capable de voler jusqu'en haut ne s'attend pas à ce que je le décris, comme un muet ne peut porter les nouvelles."
" Poi, sì cantando, quelli ardenti soli si fuor girati intorno a noi tre volte, ","Après que ces seuls ardents, chantant ainsi, eurent fait trois tours,"
" come stelle vicine a’ fermi poli, donne mi parver, non da ballo sciolte, ma che s’arrestin tacite, ","comme des étoiles proches des pôles célestes, elles me semblaient des femmes qui dansent encore et qui s'arrêtent en silence,"
 ascoltando fin che le nove note hanno ricolte,En écoutant jusqu'à ce qu'ils entendent la musique qui fait reprendre le bal
 E dentro a l’un senti’ cominciar,"Et à l'intérieur d'une de ces lumières, j'ai entendu dire:"
" «Quando lo raggio de la grazia, onde s’accende verace amore e che poi cresce amando, multiplicato in te tanto resplende, ","Car le rayon de la grâce divine, par lequel s'allume le véritable amour qui ensuite, aimant, continue à croître, resplendit multiplié en toi,"
 che ti conduce su per quella scala u’ sanza risalir nessun discende,vu qu'il t'emmène sur l'échelle d'où personne ne descend sans remonter.
" qual ti negasse il vin de la sua fiala per la tua sete, in libertà non fora se non com’ acqua ch’al mar non si cala","Si quelqu'un te niait le vin de son ampoule pour apaiser ta soif, il n'agirait pas en liberté comme une eau qui ne descendrait pas de la montagne jusqu'à la mer."
 Tu vuo’ saper di quai piante s’infiora questa ghirlanda che ’ntorno vagheggia la bella donna ch’al ciel t’avvalora,Tu veux savoir de quelles fleurs est formée cette guirlande qui contemple tout autour de la belle femme qui te guide au Ciel
 Io fui de li agni de la santa greggia che Domenico mena per cammino u’ ben s’impingua se non si vaneggia,"Je fus l'un des agneaux du saint troupeau que saint Dominique conduit sur le chemin, où l'on s'enrichit de biens spirituels si l'on ne se détourne pas de la règle."
" Questi che m’è a destra più vicino, frate e maestro fummi, ","Celui-ci, qui est immédiatement à ma droite, fut moine et mon maître."
" ed esso Alberto è di Cologna, e io Thomas d’Aquino","Et voici Albert le Grand de Cologne, et je suis Thomas d'Aquin."
