Original,Translate
" perché fa parer dritta la via torta, sonando la senti’ esser richiusa","parce qu'il fait paraître droite la voie tortueuse du péché, J'ai senti qu'il se refermait par le grincement."
" e s’io avesse li occhi vòlti ad essa, qual fora stata al fallo degna scusa? ","Et si je m'étais tourné vers elle, quelle excuse aurait été digne d'une telle erreur?"
" Noi salavam per una pietra fessa, che si moveva e d’una e d’altra parte, sì come l’onda che fugge e s’appressa","Nous montions le long d'une route creusée dans le rocher, qui marchait sinueusement comme une vague qui s'approche et s'éloigne."
" «Qui si conviene usare un poco d’arte», cominciò ’l duca mio, «in accostarsi or quinci, or quindi al lato che si parte»","Mon maître m'a dit d'utiliser ici un peu d'ingéniosité, maintenant nous approchons d'un côté, maintenant de l'autre, des rentrées."
" E questo fece i nostri passi scarsi, tanto che pria lo scemo de la luna rigiunse al letto suo per ricorcarsi, ","Et cela nous obligea à aller si lentement, que la partie dans l'ombre de la lune toucha l'horizon pour se coucher,"
 che noi fossimo fuor di quella cruna,avant que nous soyons sortis de cette rue.
" ma quando fummo liberi e aperti sù dove il monte in dietro si rauna, ","Mais quand nous nous trouvions affranchis de toute ordure, là où la montagne s'élargit pour former le premier Cadre,"
" ïo stancato e amendue incerti di nostra via, ","moi fatigué et les deux incertains sur le chemin à suivre,"
 restammo in su un piano solingo più che strade per diserti,Nous sommes restés sur cette étagère solitaire comme une route dans le désert.
" Da la sua sponda, ove confina il vano, al piè de l’alta ripa che pur sale, misurrebbe in tre volte un corpo umano","De la marge extérieure du Cadre, où il y a le vide, jusqu'aux pieds du mur rocheux de la montagne, il y a une largeur qui correspond à trois corps humains."
" e quanto l’occhio mio potea trar d’ale, or dal sinistro e or dal destro fianco, questa cornice mi parea cotale","Même si je regardais à droite et à gauche, jusqu'à ce qu'il arrivât, le Cadre me semblait identique."
" Là sù non eran mossi i piè nostri anco, quand’ io conobbi quella ripa intorno che dritto di salita aveva manco, ","Nous n'avions pas encore bougé les pieds, quand je me suis aperçu que tout autour du mur, à l'endroit où elle était moins raide,"
" esser di marmo candido e addorno d’intagli sì, che non pur Policleto, ma la natura lì avrebbe scorno","Il y avait des sculptures de marbre blanc et finement sculpté, de sorte que non seulement Polycleto, mais la même nature en gagnerait"
" L’angel che venne in terra col decreto de la molt’ anni lagrimata pace, ch’aperse il ciel del suo lungo divieto, ","L'ange qui est venu en Terre par le décret de la paix soupirée pendant tant d'années, et qui a ouvert le Ciel après une longue interdiction,"
" dinanzi a noi pareva sì verace quivi intagliato in un atto soave, che non sembiava imagine che tace","Il semblait si réel devant nous, sculpté dans un geste doux, qu'il ne ressemblait pas à une image silencieuse"
 Giurato si saria ch’el dicesse ‘Ave’,"Il aurait juré qu'il dirait Ave,"
 perché iv’ era imaginata quella ch’ad aprir l’alto amor volse la chiave,"car elle était aussi représentée, celle qui tourna la clé pour ouvrir le haut amour de Dieu."
" e avea in atto impressa esta favella ‘Ecce ancilla Deï’, propriamente come figura in cera si suggella","et dans son attitude il semblait qu'il disait Ecce ancilla Dei, d'une manière aussi véridique qu'une figure gravée sur la cire"
" «Non tener pur ad un loco la mente», disse ’l dolce maestro, che m’avea da quella parte onde ’l cuore ha la gente","""Ne regarde pas un seul point, m'a dit le doux maître qui m'avait du côté où les gens ont le cœur."
" Per ch’i’ mi mossi col viso, e vedea di retro da Maria, da quella costa onde m’era colui che mi movea, un’altra storia ne la roccia imposta","Alors j'ai regardé, et j'ai vu qu'au-delà de Marie, sur le côté du mur où j'avais Virgile, une autre histoire était sculptée."
" per ch’io varcai Virgilio, e fe’mi presso, acciò che fosse a li occhi miei disposta","Alors j'ai surpassé Virgile, et je me suis approché, pour mieux la voir de mes propres yeux."
" Era intagliato lì nel marmo stesso lo carro e ’ buoi, traendo l’arca santa, per che si teme officio non commesso","Là, dans le marbre, était sculpté le char et les boeufs qui portaient l'Arche Sainte, pour laquelle on a peur d'accomplir une tâche non confiée."
 Dinanzi parea gente,Il y avait des gens devant.
" e tutta quanta, partita in sette cori, a’ due mie’ sensi faceva dir l’un ‘No’, l’altro ‘Sì, canta’","et tout cela, divisé en sept chœurs, poussait mon ouïe à dire: Ne chante pas, tandis que ma vue disait: Oui, chante!"
" Similemente al fummo de li ’ncensi che v’era imaginato, li occhi e ’l naso e al sì e al no discordi fensi","De même, la fumée de l'encens qui y était représentée rendait mes yeux et mon nez discordants."
" Lì precedeva al benedetto vaso, trescando alzato, l’umile salmista, e più e men che re era in quel caso","L'Arche Sainte était précédée par l'humble auteur de Psaumes, qui dansait avec la robe levée, et à cette occasion il était plus et moins qu'un roi"
" Di contra, effigïata ad una vista d’un gran palazzo, Micòl ammirava sì come donna dispettosa e trista","Devant lui, face à la fenêtre d'un grand palais, Micol regardait comme une femme effrayée et corrompue."
" I’ mossi i piè del loco dov’ io stava, per avvisar da presso un’altra istoria, che di dietro a Micòl mi biancheggiava","J'ai bougé du point où je me trouvais, pour regarder de près une autre histoire qui, au-delà de Micol, blanchissait dans le marbre."
" Quiv’ era storïata l’alta gloria del roman principato, il cui valore mosse Gregorio a la sua gran vittoria","C'est ici que fut représentée la haute gloire de l'empereur romain, dont la vertu poussa Grégoire à obtenir la grande victoire."
 i’ dico di Traiano imperadore,Je parle de l'empereur Traiano.
" e una vedovella li era al freno, di lagrime atteggiata e di dolore","et une veuve était à côté de son cheval, en larmes et en deuil à son aspect."
" Intorno a lui parea calcato e pieno di cavalieri, e l’aguglie ne l’oro sovr’ essi in vista al vento si movieno","Autour de lui, il semblait rempli de cavaliers, et les aigles impériaux dans le champ d'or, sur eux, se déplaçaient au vent."
 La miserella intra tutti costoro pareva dir,"La pauvre femme, parmi tous ceux-là, semblait dire"
" «Segnor, fammi vendetta di mio figliuol ch’è morto, ond’ io m’accoro»","Seigneur, rends-moi justice pour mon fils qui a été tué, ce pour quoi je souffre."
 ed elli a lei rispondere,et il lui répondit:
 «Or aspetta tanto ch’i’ torni»,Attendez jusqu'à mon retour.
 e quella,"Et ça,"
" «Segnor mio», ","Maître,"
" come persona in cui dolor s’affretta, ",comme une personne où la douleur s'enflamme
 «se tu non torni?»,Et si tu ne reviens pas ?
 ed ei,et lui
" «Chi fia dov’ io, la ti farà»",Celui qui sera à ma place exaucera ta requête.
 ed ella,et vous
" «L’altrui bene a te che fia, se ’l tuo metti in oblio?»","Le bien fait d'un autre qui te servira, si tu oublies ton devoir?"
 ond’ elli,"Alors, lui."
 «Or ti conforta,Détends-toi.
 ch’ei convene ch’i’ solva il mio dovere anzi ch’i’ mova,"En effet, il faut que je fasse mon devoir avant de partir."
 giustizia vuole e pietà mi ritene»,"Il veut la justice, et la pitié me retient ici."
" Colui che mai non vide cosa nova produsse esto visibile parlare, novello a noi perché qui non si trova","Dieu, qui n'a jamais vu quelque chose de nouveau, a produit ces dialogues perceptibles par la vue, qui nous semble incroyable car ici, sur Terre, il n'existe pas."
" Mentr’ io mi dilettava di guardare l’imagini di tante umilitadi, e per lo fabbro loro a veder care, ","Alors que je me réjouissais d'observer l'image de tant d'exemples d'humilité, précieux pour l'artiste qui les a produits,"
" «Ecco di qua, ma fanno i passi radi», ","Voici que beaucoup d'âmes arrivent d'ici, mais marchent à pas lents."
" mormorava il poeta, ",le poète murmurait
 «molte genti questi ne ’nvïeranno a li alti gradi»,ceux-ci nous dirigeront vers les autres cadres Ã©trangers
" Li occhi miei, ch’a mirare eran contenti per veder novitadi ond’ e’ son vaghi, volgendosi ver’ lui non furon lenti","Mes yeux, qui étaient heureux d'observer pour voir des choses nouvelles dont ils étaient désireux, ne furent pas lents à se tourner vers lui."
" Non vo’ però, lettor, che tu ti smaghi di buon proponimento per udire come Dio vuol che ’l debito si paghi","Mais je ne veux pas, ô lecteur, que tu te détournes de ton bon dessein en entendant comment Dieu veut que tu te détournes de ta faute."
 Non attender la forma del martìre,Ne concentrez pas votre attention sur la forme de la peine
 pensa la succession,Pensez à ce qui vous suivra.
 pensa ch’al peggio oltre la gran sentenza non può ire,"pense que, dans le pire des cas, il ne peut pas se prolonger au-delà du jugement final"
 Io cominciai,J'ai commencé.
" «Maestro, quel ch’io veggio muovere a noi, non mi sembian persone, e non so che, sì nel veder vaneggio»","Maître, ce que je vois bouger vers nous ne me semble pas être des âmes humaines, et je ne sais pas ce que c'est, à ce point je ne distingue pas bien avec la vue..."
 Ed elli a me,Et lui à moi
" «La grave condizione di lor tormento a terra li rannicchia, sì che ’ miei occhi pria n’ebber tencione","La grave condition de leur peine les fait courber vers le sol, de sorte que même mon regard avant était incertain"
" Ma guarda fiso là, e disviticchia col viso quel che vien sotto a quei sassi","Mais regarde bien, et les yeux séparent ce qui est sous les rochers qui sont au-dessus."
 già scorger puoi come ciascun si picchia»,Tu peux déjà voir comment chacun d'eux se bat la poitrine.
" O superbi cristian, miseri lassi, che, de la vista de la mente infermi, fidanza avete ne’ retrosi passi, ","Ô chrétiens orgueilleux, pauvres malheureux avec l'esprit entêté, qui avez confiance en vos pas tournés en arrière,"
" non v’accorgete voi che noi siam vermi nati a formar l’angelica farfalla, ","Ne vous rendez pas compte que nous sommes des vers, destinés à former un papillon angélique."
" che vola a la giustizia sanza schermi? Di che l’animo vostro in alto galla, ","qui vole sans entrave à la justice divine?À quel titre votre âme surpasse-t-elle,"
" poi siete quasi antomata in difetto, sì come vermo in cui formazion falla? ","Et puis vous ressemblez à des insectes mal formés, comme un ver qui ne s'est pas complètement développé ?"
" Come per sostentar solaio o tetto, per mensola talvolta una figura si vede giugner le ginocchia al petto, ","Comme on voit parfois une figure qui unit les genoux à la poitrine, pour soutenir un plafond ou un toit en forme d'étagère,"
 la qual fa del non ver vera rancura nascere ’n chi la vede,"qui, à travers la fiction, fait naître un véritable essoufflement à ceux qui la voient,"
" così fatti vid’ io color, quando puosi ben cura","C'est ainsi que j'ai vu ces pénitents, quand je les ai regardés attentivement."
 Vero è che più e meno eran contratti secondo ch’avien più e meno a dosso,"En fait, ils étaient plus ou moins courbés selon le rocher qu'ils avaient sur leurs épaules."
" e qual più pazïenza avea ne li atti, piangendo parea dicer","et ce qui dans l'attitude semblait le plus patient, il semblait dire en pleurant"
 ‘Più non posso’,"""Je ne peux pas supporter plus"""
" «O Padre nostro, che ne’ cieli stai, non circunscritto, ma per più amore ch’ai primi effetti di là sù tu hai, ","Notre Père, qui es aux cieux, non limité par eux, mais par le plus grand amour que tu ressens pour tes premières créatures,"
" laudato sia ’l tuo nome e ’l tuo valore da ogne creatura, com’ è degno di render grazie al tuo dolce vapore","que ton nom et ta puissance soient loués de toute créature, comme il est juste de rendre grâce à ta douce sagesse."
" Vegna ver’ noi la pace del tuo regno, ché noi ad essa non potem da noi, s’ella non vien, con tutto nostro ingegno","Que vienne pour nous la paix de ton royaume, car nous ne pouvons y monter par nos forces, si elle ne nous est pas donnée, même si nous nous engageons de toutes nos forces."
" Come del suo voler li angeli tuoi fan sacrificio a te, cantando osanna, così facciano li uomini de’ suoi","De même que tes anges te font sacrifice de leur volonté, chantant 'hosanna', de même que les hommes de leur main."
" Dà oggi a noi la cotidiana manna, sanza la qual per questo aspro diserto a retro va chi più di gir s’affanna","Donne-nous aujourd'hui notre manne quotidienne, sans laquelle dans ce désert acharné celui qui cherche le plus à avancer, d'autant plus qu'il marche en arrière"
" E come noi lo mal ch’avem sofferto perdoniamo a ciascuno, e tu perdona benigno, e non guardar lo nostro merto","Et comme nous pardonnons à chacun les offenses qu'il a subies, toi aussi, pardonne-nous, bienveillant, et ne regarde pas nos mérites."
" Nostra virtù che di legger s’adona, non spermentar con l’antico avversaro, ma libera da lui che sì la sprona","Ne mets pas à l'épreuve avec le démon notre vertu, qui s'abat facilement, mais délivre-nous de lui qui la stimule ainsi"
" Quest’ ultima preghiera, segnor caro, già non si fa per noi, ché non bisogna, ma per color che dietro a noi restaro»","Cette dernière prière, Seigneur cher, nous ne la faisons pas pour nous, qui n'en avons pas besoin, mais pour ceux que nous avons laissés parmi les vivants."
" Così a sé e noi buona ramogna quell’ ombre orando, andavan sotto ’l pondo, simile a quel che talvolta si sogna, ","Ainsi, ces ombres, priant pour nous un bon souhait, allaient sous le poids , semblable à ce que l'on rêve parfois,"
" disparmente angosciate tutte a tondo e lasse su per la prima cornice, purgando la caligine del mondo","tourmentées dans une mesure différente, toutes en rond et prosternées le long de la Ie Cadre, purgeant les traces de leurs péchés terrestres"
" Se di là sempre ben per noi si dice, di qua che dire e far per lor si puote da quei c’hanno al voler buona radice? ","Si au purgatoire ces âmes disent toujours bien pour nous, que peut-on dire et faire pour elles de la part de ceux qui sont disposés au bien ?"
" Ben si de’ loro atar lavar le note che portar quinci, sì che, mondi e lievi, possano uscire a le stellate ruote","Certes, il faut les aider à laver leurs péchés qu'ils portent de la Terre, afin qu'ils puissent monter au Ciel, purifiés et lavés."
" «Deh, se giustizia e pietà vi disgrievi tosto, sì che possiate muover l’ala, che secondo il disio vostro vi lievi, ","Que la justice et la piété vous égratigne bientôt, afin que vous puissiez déplacer vos ailes et vous lever selon votre désir."
 mostrate da qual mano inver’ la scala si va più corto,Montrez-nous de quel côté vous allez le plus rapidement à l'échelle
" e se c’è più d’un varco, quel ne ’nsegnate che men erto cala","et s'il y a plus d'un accès, montrez-nous ce qui monte le moins raide"
" ché questi che vien meco, per lo ’ncarco de la carne d’Adamo onde si veste, al montar sù, contra sua voglia, è parco»","Car ceux-ci qui me suivent, à cause du poids du corps qu'il a avec lui, il est lent à grimper malgré sa volonté."
" Le lor parole, che rendero a queste che dette avea colui cu’ io seguiva, non fur da cui venisser manifeste",Il n'était pas clair de qui venait les paroles qui furent données en réponse à ces paroles de mon maître.
 ma fu detto,Mais on nous a dit:
" «A man destra per la riva con noi venite, e troverete il passo possibile a salir persona viva","Venez avec nous vers la droite le long du mur, et vous trouverez le passage par une personne vivante."
" E s’io non fossi impedito dal sasso che la cervice mia superba doma, onde portar convienmi il viso basso, ","Et si je n'étais pas empêché par la pierre qui plie mon cou superbe, alors je suis obligé de garder mon visage baissé,"
" cotesti, ch’ancor vive e non si noma, guardere’ io, per veder s’i’ ’l conosco, e per farlo pietoso a questa soma","Je regarderais celui qui est encore vivant et qui ne dit pas son nom, pour voir si je le connais et le rendre compatissant de mon tourment."
 Io fui latino e nato d’un gran Tosco,J'étais italien et je suis né d'un grand Toscan.
 Guiglielmo Aldobrandesco fu mio padre,Mon père était Guillaume Aldobrandeschi.
 non so se ’l nome suo già mai fu vosco,Je ne sais pas si vous avez déjà entendu son nom.
" L’antico sangue e l’opere leggiadre d’i miei maggior mi fer sì arrogante, ","L'ancienne lignée et les grandes œuvres de mes ancêtres m'ont rendu si arrogant,"
" che, non pensando a la comune madre, ogn’ uomo ebbi in despetto tanto avante, ch’io ne mori’, ","que, ne pensant pas à l'origine commune, j'ai méprisé tout homme à tel point que je suis mort,"
" come i Sanesi sanno, e sallo in Campagnatico ogne fante","comme le savent bien les Siennois, et comme tous les enfants à Campagne"
 Io sono Omberto,Je suis Omberto.
" e non pur a me danno superbia fa, ché tutti miei consorti ha ella tratti seco nel malanno","et l'orgueil ne porte pas seulement préjudice à moi, car il a impliqué dans son mal tous mes proches"
" E qui convien ch’io questo peso porti per lei, tanto che a Dio si sodisfaccia, poi ch’io nol fe’ tra ’ vivi, qui tra ’ morti»","Et il faut qu'il porte ce fardeau à cause de lui, jusqu'à ce que Dieu plaise, ici parmi les morts, car je ne l'ai pas fait parmi les vivants."
 Ascoltando chinai in giù la faccia,"Pendant que j'écoutais, j'ai baissé mon visage."
" e un di lor, non questi che parlava, si torse sotto il peso che li ’mpaccia, e videmi e conobbemi e chiamava, ","Et l'un d'eux, non pas celui qui me parlait, se pencha sous le rocher qui les opprime, et me regarda, me reconnut et m'appela,"
 tenendo li occhi con fatica fisi a me che tutto chin con loro andava,"gardant les yeux fixés sur moi avec peine, Que j'allais avec eux tout baissé"
" «Oh», diss’ io lui, ",Je lui ai dit:
" «non se’ tu Oderisi, l’onor d’Agobbio e l’onor di quell’ arte ch’alluminar chiamata è in Parisi?»","N'êtes-vous pas Oderisi, l'honneur de Gubbio et de cet art qui est appelé à Paris ""luminer""?"
" «Frate», diss’ elli, «più ridon le carte che pennelleggia Franco Bolognese","""Frère"" dit-il, les codes qui décorent Franco Bolognese sont les plus appréciés."
" l’onore è tutto or suo, e mio in parte",l'honneur est tout à vous et à moi seulement en partie
" Ben non sare’ io stato sì cortese mentre ch’io vissi, per lo gran disio de l’eccellenza ove mio core intese","Je n'aurais certainement pas été aussi courtois quand j'étais en vie, à cause du grand désir d'excellence que mon cœur avait porté."
 Di tal superbia qui si paga il fio,C'est là qu'on purge la peine de cet orgueil.
" e ancor non sarei qui, se non fosse che, possendo peccar, mi volsi a Dio","Et je ne serais pas là, si je pouvais encore pécher, si je ne m'étais pas adressé à Dieu."
 Oh vana gloria de l’umane posse,Oh gloire vaine des capacités humaines
" com’ poco verde in su la cima dura, se non è giunta da l’etati grosse","combien peu reste vert sur la branche, si elle n'est pas suivie par l'âge décadent"
" Credette Cimabue ne la pittura tener lo campo, e ora ha Giotto il grido, sì che la fama di colui è scura","Cimabue croyait qu'il allait commencer à peindre, alors qu'il est maintenant Giotto le maître et il a obscurci sa réputation"
 Così ha tolto l’uno a l’altro Guido la gloria de la lingua,"de même Guido a enlevé à l'autre Guido la gloire de la langue,"
 e forse è nato chi l’uno e l’altro caccerà del nido,Et peut-être est-ce déjà né qui les vaincra tous les deux.
" Non è il mondan romore altro ch’un fiato di vento, ch’or vien quinci e or vien quindi, e muta nome perché muta lato","La célébrité terrestre n'est rien d'autre qu'un souffle de vent, qui souffle maintenant d'un côté et de l'autre, et change de nom selon la direction."
" Che voce avrai tu più, se vecchia scindi da te la carne, che se fossi morto anzi che tu lasciassi il ‘pappo’ e ’l ‘dindi’, pria che passin mill’ anni? ch’è più corto spazio a l’etterno, ch’un muover di ciglia al cerchio che più tardi in cielo è torto","Pensez-vous avoir une plus grande réputation si vous mourez vieux, au lieu d'être mort quand vous parliez encore enfantin avant que mille ans se soient écoulés? C'est un temps très court par rapport à l'éternité, plus court d'un clin d'œil que le mouvement du ciel qui se déplace plus lentement"
" Colui che del cammin sì poco piglia dinanzi a me, Toscana sonò tutta",Celui qui marche lentement devant moi était autrefois connu dans toute la Toscane.
" e ora a pena in Siena sen pispiglia, ond’ era sire quando fu distrutta la rabbia fiorentina, che superba fu a quel tempo sì com’ ora è putta","Maintenant, on chuchote à peine son nom à Sienne, dont il était seigneur quand la colère florentine a été détruite, qui à cette époque était superbe comme il est maintenant tourné vers la corruption"
" La vostra nominanza è color d’erba, che viene e va, e quei la discolora per cui ella esce de la terra acerba»","Votre réputation est comme le vert de l'herbe, qui va et vient, et est effacé du soleil qui fait sortir l'herbe de la terre."
 E io a lui,Et moi à lui.
" «Tuo vero dir m’incora bona umiltà, e gran tumor m’appiani","Tes vraies paroles m'inspirent de l'humilité, Et abaissent ma grande fierté."
 ma chi è quei di cui tu parlavi ora?»,Mais qui est-ce dont tu parlais tout à l'heure ?
" «Quelli è», rispuose, «Provenzan Salvani","Il répondit: ""Celui-ci est Provenzan Salvani."""
 ed è qui perché fu presuntüoso a recar Siena tutta a le sue mani,et il est ici parce qu'il a eu la présomption de réduire Sienne en son pouvoir
" Ito è così e va, sanza riposo, poi che morì","Depuis qu'il est mort, il marche comme ça et continue sans repos."
 cotal moneta rende a sodisfar chi è di là troppo oso»,purge cette peine à celui qui a trop osé sur Terre.
 E io,Et moi
" «Se quello spirito ch’attende, pria che si penta, l’orlo de la vita, qua giù dimora e qua sù non ascende, ","Si cet esprit qui attend pour se repentir au point de mort doit s'arrêter dans l'Antipurgatoire et ne pas monter au purgatoire aussi longtemps que sa vie a duré,"
" se buona orazïon lui non aita, prima che passi tempo quanto visse, come fu la venuta lui largita?»","à moins qu'une bonne prière ne l'aide, comment a - t - il été autorisé à venir ici?"
" «Quando vivea più glorïoso», disse, «liberamente nel Campo di Siena, ogne vergogna diposta, s’affisse","Quand il était au point culminant de la puissance, dit-il, il se mit librement sur la place du camp à Sienne , mis de côté toute honte"
" e lì, per trar l’amico suo di pena, ch’e’ sostenea ne la prigion di Carlo, si condusse a tremar per ogne vena","et là, pour racheter de la captivité son ami qui avait été capturé par Charles d'Anjou, il se mit à une terrible humiliation."
" Più non dirò, e scuro so che parlo","Je ne dirai rien de plus, et je sais que je parle d'une manière obscure."
" ma poco tempo andrà, che ’ tuoi vicini faranno sì che tu potrai chiosarlo",Mais peu de temps avant que tes concitoyens ne fassent en sorte que tu puisses l'expérimenter en personne.
 Quest’ opera li tolse quei confini»,Cette action lui a permis d'accéder immédiatement au Cadre de l'Église.
" Di pari, come buoi che vanno a giogo, m’andava io con quell’ anima carca, fin che ’l sofferse il dolce pedagogo","Je marchais côte à côte avec cette âme courbée sous le poids du rocher, comme deux boeufs attelages, jusqu'à ce que Virgile le tolère."
 Ma quando disse,Mais quand il a dit:
 «Lascia lui e varca,Laissez-le et passez au-delà
" ché qui è buono con l’ali e coi remi, quantunque può, ciascun pinger sua barca»","Car il est bon ici que chacun pousse sa barque, mieux qu'il peut, avec des voiles et des rames."
" dritto sì come andar vuolsi rife’mi con la persona, avvegna che i pensieri mi rimanessero e chinati e scemi","Je retournai dresser ma figure comme quand on marche, même si mes pensées étaient humbles et prosternées."
" Io m’era mosso, e seguia volontieri del mio maestro i passi, e amendue già mostravam com’ eravam leggeri","J'avais bougé, et je suivais volontiers les pas de mon maître, et nous avons tous les deux montré que nous étions envoyés."
 ed el mi disse,Et il m'a dit:
 «Volgi li occhi in giùe,- Baisse les yeux sur le sol.
" buon ti sarà, per tranquillar la via, veder lo letto de le piante tue»","Il t'aidera, pour rafraîchir ton chemin, de voir où tu mets tes pieds."
" Come, perché di lor memoria sia, sovra i sepolti le tombe terragne portan segnato quel ch’elli eran pria, ","Comme les tombes creusées au sol portent sur les enterrés des couvercles avec l'effigie des défunts, pour les rappeler,"
" onde lì molte volte si ripiagne per la puntura de la rimembranza, che solo a’ pïi dà de le calcagne",C'est pourquoi on a souvent le mal de ses proches à cause de la douleur du souvenir qui ne stimule que les hommes dévoués.
" sì vid’ io lì, ma di miglior sembianza secondo l’artificio, figurato quanto per via di fuor del monte avanza","J'ai donc vu sculpté le sol de la corniche qui sort de la montagne, mais d'une manière plus raffinée parce que c'était l'œuvre de Dieu."
" Vedea colui che fu nobil creato più ch’altra creatura, giù dal cielo folgoreggiando scender, da l’un lato","Je voyais d'un côté celui qui fut créé plus noble que toute autre créature, qui tombait du ciel frappé par l'éclair."
" Vedëa Brïareo fitto dal telo celestïal giacer, da l’altra parte, grave a la terra per lo mortal gelo","Je voyais de l'autre côté Briareo couché après avoir été frappé par la foudre de Jupiter, lourd au sol et glacé par la mort."
" Vedea Timbreo, vedea Pallade e Marte, armati ancora, intorno al padre loro, mirar le membra d’i Giganti sparte","Je voyais Apollos, Athéna, Mars, encore armés et autour de leur père Jupiter, qui observaient les membres dispersés des géants."
" Vedea Nembròt a piè del gran lavoro quasi smarrito, e riguardar le genti che ’n Sennaàr con lui superbi fuoro","Je voyais Nembrod aux pieds de la grande oeuvre presque perdue, Qui regardait les nations qui étaient orgueilleuses avec lui à Sennaar."
" O Nïobè, con che occhi dolenti vedea io te segnata in su la strada, tra sette e sette tuoi figliuoli spenti","Niobe, de quels yeux affligés je te voyais sculptée sur la route, parmi tes quatorze fils tués."
" O Saùl, come in su la propria spada quivi parevi morto in Gelboè, che poi non sentì pioggia né rugiada","Ô Saül, comme tu semblais mort, dans la sculpture, sur ton épée, à Gelboé, où il n'y eut plus de pluie ni de rosée."
" O folle Aragne, sì vedea io te già mezza ragna, trista in su li stracci de l’opera che mal per te si fé","Araignée folle, je te voyais déjà à moitié transformée en araignée, triste sur les chiffons de l'œuvre que tu as produite à ton détriment."
" O Roboàm, già non par che minacci quivi ’l tuo segno","Ou Roboam, ici ton image ne semble pas menacer,"
" ma pien di spavento nel porta un carro, sanza ch’altri il cacci","Mais elle semble pleine de peur et emportée hors d'un char, sans que quelqu'un la poursuive."
 Mostrava ancor lo duro pavimento come Almeon a sua madre fé caro parer lo sventurato addornamento,Le sol dur montrait encore comment Alcméon fit paraître précieux à sa mère le monument malheureux.
" Mostrava come i figli si gittaro sovra Sennacherìb dentro dal tempio, e come, morto lui, quivi il lasciaro","Il montra comment les fils se jetèrent contre Sennachérib, dans la maison de l'Éternel, et comment ils le laissèrent ici après l'avoir tué."
" Mostrava la ruina e ’l crudo scempio che fé Tamiri, quando disse a Ciro","Il montra la ruine et la cruelle destruction que Tamiri fit de Cyrus, quand il lui dit:"
" «Sangue sitisti, e io di sangue t’empio»","Tu as eu soif de sang, et je te remplis de sang."
" Mostrava come in rotta si fuggiro li Assiri, poi che fu morto Oloferne, e anche le reliquie del martiro","Il montra comment les Assyriens s'enfuirent, après qu'Holoferne fut tué, et ce qui restait de son tronc décapité."
 Vedeva Troia in cenere e in caverne,Je voyais Troie réduite en cendres et en ruines
" o Ilïón, come te basso e vile mostrava il segno che lì si discerne","ô Ilius, comme il te montra basse et lâche la sculpture que l'on voit là-bas"
 Qual di pennel fu maestro o di stile che ritraesse l’ombre e ’ tratti ch’ivi mirar farieno uno ingegno sottile? ,"Quel maître de peinture ou de dessin fut capable de représenter les figures et les traits qui, dans le purgatoire, émerveilleraient un ingéniosité raffinée?"
 Morti li morti e i vivi parean vivi,Les morts semblaient morts et les vivants ressemblaient vivants.
" non vide mei di me chi vide il vero, quant’ io calcai, fin che chinato givi","Celui qui vit la scène royale ne vit point mieux que moi, jusqu'à ce que je regarde les scènes sculptées que je foulais."
" Or superbite, e via col viso altero, figliuoli d’Eva, e non chinate il volto sì che veggiate il vostro mal sentero","Alors, hautains, fils d'Ève, et avancez avec le visage hautain, et ne vous penchez pas les yeux pour voir votre chemin méchant."
" Più era già per noi del monte vòlto e del cammin del sole assai più speso che non stimava l’animo non sciolto, ","Nous avions parcouru une plus grande partie de la montagne et dépensé une plus grande partie de la journée, que ne réalisait mon âme concentrée,"
" quando colui che sempre innanzi atteso andava, cominciò",quand celui qui continuait à faire attention me dit:
 «Drizza la testa,ADOPTÉ LA PRÉSENTE DÉCISION:
 non è più tempo di gir sì sospeso,Il n'est plus temps de marcher le regard sur la terre.
 Vedi colà un angel che s’appresta per venir verso noi,Voyez là un ange qui s'apprête à venir vers nous
 vedi che torna dal servigio del dì l’ancella sesta,Voyez que la sixième heure revient après avoir accompli son service par jour.
" Di reverenza il viso e li atti addorna, sì che i diletti lo ’nvïarci in suso","Rends ton visage et tes gestes révérencieux, afin qu'il nous dirige vers le haut."
 pensa che questo dì mai non raggiorna»,Il pense que ce jour ne reviendra jamais.
" Io era ben del suo ammonir uso pur di non perder tempo, sì che ’n quella materia non potea parlarmi chiuso","J'étais habitué à ces avertissements pour ne pas perdre de temps, afin qu'il ne puisse pas me parler d'une manière obscure sur ce sujet."
" A noi venìa la creatura bella, biancovestito e ne la faccia quale par tremolando mattutina stella","La belle créature venait vers nous, vêtue de blanc, et le visage qui brillait comme l'étoile du matin."
" Le braccia aperse, e indi aperse l’ale","Il ouvrit les bras, puis ouvrit les ailes."
 disse,dit-il
 «Venite,ADOPTÉ LA PRÉSENTE DÉCISION:
" qui son presso i gradi, e agevolemente omai si sale","les marches sont près d'ici, et maintenant vous montez facilement"
 A questo invito vegnon molto radi,Peu d'âmes recueillent cette invitation
" o gente umana, per volar sù nata, perché a poco vento così cadi?»","ô hommes, nés pour voler en haut, pourquoi tombez-vous en bas pour n'importe quel souffle de vent?"
 Menocci ove la roccia era tagliata,Il nous a conduits là où le rocher était coupé.
 quivi mi batté l’ali per la fronte,C'est là qu'il a frappé mon front avec mes ailes.
 poi mi promise sicura l’andata,Puis il m'a promis un chemin sûr.
