Original,Translate
" e che non move bocca a li altrui canti, Rodolfo imperador fu, che potea sanar le piaghe c’hanno Italia morta, ","L'empereur Rodolfo premier pouvait guérir les blessures qui diluent l'Italie, bien qu'il ne participât pas au chant de la prière."
 sì che tardi per altri si ricrea,"Mieux tard que jamais, d'autres essaient maintenant de copier leur exemple."
" L’altro che ne la vista lui conforta, resse la terra dove l’acqua nasce che Molta in Albia, e Albia in mar ne porta","Le second, comme s'il le consolait, fut souverain sur la terre d'où provient l'eau que la Vltava coulait dans l'Elbe, puis dans la mer."
" Ottacchero ebbe nome, e ne le fasce fu meglio assai che Vincislao suo figlio barbuto, cui lussuria e ozio pasce","Enfant, Ottocare II s'est montré beaucoup plus responsable et productif que le fils aîné Venceslas II, qui aimait l'oisiveté et le luxe en tant qu'adulte."
" E quel nasetto che stretto a consiglio par con colui c’ha sì benigno aspetto, morì fuggendo e disfiorando il giglio","Celui au nez minuscule, avec son aspect paternel qui semblait inséparable de l'autre, mourut en s'enfuyant et en laissant la rose de France s'affaiblir."
 guardate là come si batte il petto,"Regardez, comment vous frappez votre poitrine"
" L’altro vedete c’ha fatto a la guancia de la sua palma, sospirando, letto","Vous voyez l'autre, avec un soupir, qui pose la joue dans sa main."
 Padre e suocero son del mal di Francia,Ils sont respectivement le père et le beau-père du marié français.
" sanno la vita sua viziata e lorda, e quindi viene il duol che sì li lancia","beaucoupIls sont conscients de sa vie souillée de fautes et de transgressions, et c'est ce qui les tourmente tant."
" Quel che par sì membruto e che s’accorda, cantando, con colui dal maschio naso, d’ogne valor portò cinta la corda","Lui, avec un aspect si vigoureux en conjonction avec celui de l'autre par le nez de l'aigle, était rempli de tous les mérites."
" e se re dopo lui fosse rimaso lo giovanetto che retro a lui siede, ben andava il valor di vaso in vaso, ","Si le jeune homme assis derrière lui réussissait, la force serait transmise par son père en fils."
 che non si puote dir de l’altre rede,Les autres héritiers ne peuvent pas en dire autant.
 Iacomo e Federigo hanno i reami del retaggio miglior nessun possiede,"Jacques et Frédéric ont établi leur patrimoine eux-mêmes, sans bénéficier de la valeur provenant de leur père."
 Rade volte risurge per li rami l’umana probitate,Il est rare que la bonté des parents soit transmise à leurs enfants.
" e questo vole quei che la dà, perché da lui si chiami","Il est voulu par Dieu que la prière soit adressée à Lui, en nous donnant l'occasion de recevoir ce pour quoi nous demandons."
" Anche al nasuto vanno mie parole non men ch’a l’altro, Pier, che con lui canta, onde Puglia e Proenza già si dole","Mes paroles s'adressent aussi bien au nez qu'à l'autre, Pierre, qui chantent ensemble, car le royaume de Naples et la Provence ont déjà souffert du manque de son successeur."
" Tant’ è del seme suo minor la pianta, quanto, più che Beatrice e Margherita, Costanza di marito ancor si vanta","La plante n'est pas supérieure à sa semence, tout comme Béatrice et Marguerite ne peuvent être plus fières de leur mari que Constance ne l'est."
" Vedete il re de la semplice vita seder là solo, Arrigo d’Inghilterra","Henry tiers d'Angleterre, qui est assis à l'écart de sa vie simple, est visible par tous."
 questi ha ne’ rami suoi migliore uscita,Il a laissé un héritage d'améliorations.
" Quel che più basso tra costor s’atterra, guardando in suso, è Guiglielmo marchese, ","Le plus humble, parmi eux, est le marquis Guillaume VII du Monferrato qui regarde vers le haut."
 per cui e Alessandria e la sua guerra fa pianger Monferrato e Canavese»,La guerre d'Alexandrie a incité le Monferrato et le Canavese à pleurer des larmes amères.
 Era già l’ora che volge il disio ai navicanti e ’ntenerisce il core lo dì c’han detto ai dolci amici addio,"Le jour où ils ont salué leurs chers amis, ils ont réveillé chez les navigateurs une nostalgie qu'il était déjà temps d'éprouver."
" e che lo novo peregrin d’amore punge, se ode squilla di lontano che paia il giorno pianger che si more","Quand on vient de partir et que la nostalgie pique le cœur, la cloche des cloches annonçant l'arrivée de la nuit semble presque étouffer avec ses notes tristes la mort de la journée."
" quand’ io incominciai a render vano l’udire e a mirare una de l’alme surta, che l’ascoltar chiedea con mano","Quand j'ai cessé de prêter attention, l'une des personnes présentes se leva et m'invita à l'écouter par le geste de la main."
" Ella giunse e levò ambo le palme, ficcando li occhi verso l’orïente, come dicesse a Dio",": ""Réponds-moi!""Elle unit ses mains et leva le regard vers l'orient, comme s'il suppliait Dieu pour qu'il lui donne une réponse."
 ‘D’altro non calme’,Je ne m'inquiète de rien d'autre.
" ‘Te lucis ante’ sì devotamente le uscìo di bocca e con sì dolci note, che fece me a me uscir di mente","Avec une voix si passionnée, il a chanté l'hymne Te lucis ante avec des notes si douces qu'ils ont enlevé toute mon attention."
" e l’altre poi dolcemente e devote seguitar lei per tutto l’inno intero, avendo li occhi a le superne rote","Avec dévotion et une douceur incontestable, les autres âmes restèrent à fixer le ciel pendant toute la durée de l'hymne."
" Aguzza qui, lettor, ben li occhi al vero, ché ’l velo è ora ben tanto sottile, certo che ’l trapassar dentro è leggero","Observateur, soyez vigilant en essayant de découvrir la vérité parce que l'allégorie ici est si faible qu'elle peut être facilement négligée."
" Io vidi quello essercito gentile tacito poscia riguardare in sùe, quasi aspettando, palido e umìle","Sur mon visage, j'ai regardé la noble armée d'âmes, puis, avec des regards tournés vers le ciel en attente, pâles et tranquilles sur les visages."
" e vidi uscir de l’alto e scender giùe due angeli con due spade affocate, tronche e private de le punte sue","J'ai vu deux anges descendre d'en haut, des épées incandescentes tronques sans pointes dans la main."
" Verdi come fogliette pur mo nate erano in veste, che da verdi penne percosse traean dietro e ventilate","Ils portaient des vêtements d'un vert semblable à celui des feuilles nouvellement nées, qu'ils portaient derrière eux, déplacés par le vent et ornés de plumes de couleur verte."
" L’un poco sovra noi a star si venne, e l’altro scese in l’opposita sponda, sì che la gente in mezzo si contenne","L'un se plaça sur le plafond et l'autre descendit du sol, de sorte que les âmes confluèrent au point central."
 Ben discernëa in lor la testa bionda,Je pouvais distinguer clairement leurs cheveux blonds.
" ma ne la faccia l’occhio si smarria, come virtù ch’a troppo si confonda","Leurs visages étaient si imposants que mon regard était paralysé, comme si la splendeur de la vision avait été submergée par une beauté incontestée."
" «Ambo vegnon del grembo di Maria», disse Sordello, «a guardia de la valle, per lo serpente che verrà vie via»","Sordello affirma que les deux étaient issus de l'utérus de Marie, afin de préserver la vallée du reptile qui arriverait bientôt."
" Ond’ io, che non sapeva per qual calle, mi volsi intorno, e stretto m’accostai, tutto gelato, a le fidate spalle","En proie à l'incertitude, j'ai scruté les paysages environnants et je me suis attaché à ma direction de confiance, complètement immobilisée par la peur."
 E Sordello anco,Sordello continua.
" «Or avvalliamo omai tra le grandi ombre, e parleremo ad esse","Nous pouvons maintenant descendre dans la vallée parmi les ombres immenses, et nous partagerons avec eux nos secrets."
 grazïoso fia lor vedervi assai»,Ce sera un plaisir de vous rencontrer.
" Solo tre passi credo ch’i’ scendesse, e fui di sotto, ",Je croyais que j'avais fait trois pas en descente quand j'étais en bas.
" e vidi un che mirava pur me, come conoscer mi volesse","J'ai remarqué une entité qui me regardait avec beaucoup d'intérêt, comme si elle voulait me reconnaître."
" Temp’ era già che l’aere s’annerava, ma non sì che tra li occhi suoi e ’ miei non dichiarisse ciò che pria serrava","Les ténèbres tombaient, mais rien ne pouvait cacher ce qui avait été caché auparavant par nos regards croisés."
" Ver’ me si fece, e io ver’ lui mi fei",On s'est rencontrés et je me suis approché.
" giudice Nin gentil, quanto mi piacque quando ti vidi non esser tra ’ rei","Oh brillant juge Nino, j'étais certainement soulagé de constater que vous n'êtes pas parmi ceux qui ont été damnés."
 Nullo bel salutar tra noi si tacque,Nous nous sommes salués avec beaucoup de respect.
 poi dimandò,"Plus tard, il demanda:"
 «Quant’ è che tu venisti a piè del monte per le lontane acque?»,Depuis quand es-tu au fond de la montagne à travers les eaux lointaines ?
" «Oh», diss’ io lui, ","J'ai répondu avec un ""Oh."""
"«per entro i luoghi tristi venni stamane, e sono in prima vita, ancor che l’altra, sì andando, acquisti»","J'ai parcouru l'enfer ce matin et me voici, vivant et bienveillant, bien que ce voyage soit le prix de mon immortalité."
" E come fu la mia risposta udita, Sordello ed elli in dietro si raccolse come gente di sùbito smarrita",".Dès que mes commentaires furent entendus, lui et Sordello se rétractèrent comme s'ils avaient été surpris."
" L’uno a Virgilio e l’altro a un si volse che sedea lì, gridando","Sordello s'adressa à Virgile, tandis que Nino criait vers une âme qui était assise à côté."
" «Sù, Currado","Courez, on y va !"
 vieni a veder che Dio per grazia volse»,Découvrez ce que Dieu a apporté par sa grâce.
" Poi, vòlto a me",Il s'adressa à moi et dit:
" «Per quel singular grado che tu dei a colui che sì nasconde lo suo primo perché, che non lì è guado, ","Restez à ses côtés, non pour obéir à une imposition, mais uniquement pour l'amour que vous ressentez.Refletez sur la gratitude exclusive que vous éprouvez à l'égard de Dieu, en vous confiant à Lui avec confiance et amour sans chercher à scruter les motifs de Son œuvre insondable."
" quando sarai di là da le larghe onde, dì a Giovanna mia che per me chiami là dove a li ’nnocenti si risponde","Dis bonjour à ma fille Jeanne quand tu arriveras sur Terre, et rappelle-lui de prier pour moi où la justice des innocents triomphe."
" Non credo che la sua madre più m’ami, poscia che trasmutò le bianche bende, le quai convien che, misera, ",Je ne pense pas que sa mère m'aime plus depuis qu'elle a enlevé les bandes blanches du deuil et la pauvre.
ancor brami,Il pourrait regretter d'être venu.
" Per lei assai di lieve si comprende quanto in femmina foco d’amor dura, se l’occhio o ’l tatto spesso non l’accende",On peut dire que le feu de l'amour chez une femme ne durera pas longtemps s'il n'est pas constamment rafraîchi par la vue ou le toucher.
" Non le farà sì bella sepultura la vipera che Melanesi accampa, com’ avria fatto il gallo di Gallura»",Aucun des symboles de la ville vénérée de Milan ne décorera la dernière demeure du Milanais aussi magnifique que le légendaire coq de Gallura.
" Così dicea, segnato de la stampa, nel suo aspetto, di quel dritto zelo che misuratamente in core avvampa","Avec calme et dignité, il a dit quelque chose qui exprimait la colère mesurée qui lui bouillissait à l'intérieur."
" Li occhi miei ghiotti andavan pur al cielo, pur là dove le stelle son più tarde, sì come rota più presso a lo stelo","Mes yeux désireux suivaient assiduement le ciel, où les étoiles voyagent plus lentement, comme une roue qui s'approche de son axe."
 E ’l duca mio,Mon professeur.
" «Figliuol, che là sù guarde?»",Qu'est-ce que tu regardes vers le haut ?
 E io a lui,Je lui ai répondu.
 «A quelle tre facelle di che ’l polo di qua tutto quanto arde»,Tout le firmament sud semble briller sous la lumière des trois splendides étoiles.
 Ond’ elli a me,Il m'a raconté.
" «Le quattro chiare stelle che vedevi staman, son di là basse, e queste son salite ov’ eran quelle»","Les quatre étoiles que tu as admirées le matin ont disparu derrière la montagne, et elles ont été remplacées par d'autres lumineuses."
" Com’ ei parlava, e Sordello a sé il trasse dicendo",Sordello s'est approché de lui en parlant et lui a dit.
 «Vedi là ’l nostro avversaro»,Regarde notre rival là-bas.
 e drizzò il dito perché ’n là guardasse,pointted his finger to show him
" Da quella parte onde non ha riparo la picciola vallea, era una biscia, forse qual diede ad Eva il cibo amaro","Du côté où la vallée n'avait aucune protection, il y avait un serpent qui ressemblait trop à celui qui offrit à Ève le fruit de la connaissance."
" Tra l’erba e ’ fior venìa la mala striscia, volgendo ad ora ad or la testa, e ’l dosso leccando come bestia che si liscia","Le serpent maléfique se déplaçait lentement entre l'herbe et les fleurs, se regardant en arrière de temps en temps tandis qu'il léchait sa peau comme un animal qui s'inspectait."
" Io non vidi, e però dicer non posso, come mosser li astor celestïali","N'ayant pas vu, je ne peux pas raconter comment bougeaient les flingues célestes."
 ma vidi bene e l’uno e l’altro mosso,J'ai clairement reconnu qu'ils avaient tous deux agi.
" Sentendo fender l’aere a le verdi ali, fuggì ’l serpente, e li angeli dier volta, suso a le poste rivolando iguali","En avertissant le bruissement des ailes vertes qui fendaient l'air, le serpent s'enfuit tandis que les anges se détournaient en compagnie de leur demeure."
" L’ombra che s’era al giudice raccolta quando chiamò, per tutto quello assalto punto non fu da me guardare sciolta","Pendant cette attaque, l'âme qui avait répondu à l'appel du juge Nino ne cessa jamais de me fixer."
" «Se la lucerna che ti mena in alto truovi nel tuo arbitrio tanta cera quant’ è mestiere infino al sommo smalto», cominciò ella, ",Que la volonté et l'énergie que vous nourrissez puissent vous soutenir sur la cuspide du plateau au point de l'éclairer avec une torche.
" «se novella vera di Val di Magra o di parte vicina sai, dillo a me, che già grande là era","Si vous avez des informations sur Val di Magra ou ses environs, faites-les-moi savoir, car j'étais un personnage influent dans cette région."
 Fui chiamato Currado Malaspina,On m'a surnommé Corrado Malaspina.
" non son l’antico, ma di lui discesi","même si je suis un descendant de l'Ancien,"
 a’ miei portai l’amor che qui raffina»,"J'ai eu un profond amour pour ma famille, qui se transforme ici en pure dévotion."
" «Oh», diss’ io lui, ",J'ai été surpris par l'Incrédulité.
«per li vostri paesi già mai non fui,Je n'ai jamais visité vos terres.
 ma dove si dimora per tutta Europa ch’ei non sien palesi? ,Où peut-on visiter des endroits dans toute l'Europe sans qu'ils soient connus?
" La fama che la vostra casa onora, grida i segnori e grida la contrada, sì che ne sa chi non vi fu ancora","La réputation légendaire de votre foyer est connue tant par les nobles que par le volgo, au point d'être connue de ceux qui n'y avaient jamais été."
" e io vi giuro, s’io di sopra vada, che vostra gente onrata non si sfregia del pregio de la borsa e de la spada",Je vous promets solennellement que votre peuple de grands princes n'a jamais perdu la valeur de la richesse et de la force.
" Uso e natura sì la privilegia, che, perché il capo reo il mondo torca, sola va dritta e ’l mal cammin dispregia»","Ses qualités naturelles et sa coutume cavalière l'ont amenée à un point tel que, bien que le monde ait choisi d'entreprendre le chemin du mal, elle est restée fidèle au bien et a évité toute conduite malveillante."
 Ed elli,Il entra dans la cuisine et entra dans la salle de cuisine.
 «Or va,"Fais quelque chose de drôle, vas-y et fais quelque chose qui t'amuse !"
" che ’l sol non si ricorca sette volte nel letto che ’l Montone con tutti e quattro i piè cuopre e inforca, ",le soleil ne se réjouira pas autant de fois avec la constellation du Bélier où il est maintenant parfaitement inséré.
" che cotesta cortese oppinïone ti fia chiavata in mezzo de la testa con maggior chiovi che d’altrui sermone, ","Avant que cette aimable opinion ne soit renforcée par des raisons plus convaincantes que celles exprimées par les autres,"
 se corso di giudicio non s’arresta»,Si les directives divines ne changent pas
" La concubina di Titone antico già s’imbiancava al balco d’orïente, fuor de le braccia del suo dolce amico","Le vieux Titon regardait avec un visage pâle son épouse donnant sur le balcon d'Orient, séparée de l'amour de son compagnon."
" di gemme la sua fronte era lucente, poste in figura del freddo animale che con la coda percuote la gente","Sur son visage étaient reflétés les bijoux, disposés en forme de bête froide qui assaille les gens avec sa queue."
" e la notte, de’ passi con che sale, fatti avea due nel loco ov’ eravamo, e ’l terzo già chinava in giuso l’ale","La nuit, elle avait fait deux des derniers pas pour atteindre l'endroit où nous étions, et elle était presque prête pour le troisième."
" quand’ io, che meco avea di quel d’Adamo, vinto dal sonno, in su l’erba inchinai là ’ve già tutti e cinque sedavamo","Alors que moi, avec mon corps fait de chair et d'os, j'abandonnais à la fatigue et allais m'appuyer sur l'herbe là où nous étions tous les cinq auparavant."
" Ne l’ora che comincia i tristi lai la rondinella presso a la mattina, forse a memoria de’ suo’ primi guai, ","Quand l'aube se lèvera, la rondelle se fera entendre par son chant émouvant, comme si elle se souvenait des difficultés rencontrées dans le passé."
" e che la mente nostra, peregrina più da la carne e men da’ pensier presa, a le sue visïon quasi è divina, ","Dans lequel notre esprit, déconnecté du corps et libéré des préoccupations, crée des rêves illuminants."
" in sogno mi parea veder sospesa un’aguglia nel ciel con penne d’oro, con l’ali aperte e a calare intesa","J'avais l'impression de rêver d'un aigle recouvert de plumes dorées, planant dans le ciel avec des ailes ouvertes prêtes à atterrir."
" ed esser mi parea là dove fuoro abbandonati i suoi da Ganimede, quando fu ratto al sommo consistoro",J'ai cru me trouver au même endroit où Ganymède a quitté ses amis après avoir été déchiré par le conseil divin des dieux.
 Fra me pensava,Je pensais à moi-même.
" ‘Forse questa fiede pur qui per uso, e forse d’altro loco disdegna di portarne suso in piede’",Il se peut que l'aigle se fie habituellement à cet endroit pour attraper ses victimes et rejeter d'autres lieux.
" Poi mi parea che, poi rotata un poco, terribil come folgor discendesse, e me rapisse suso infino al foco","Puis il me semblait qu'elle avait fait une sorte de tour, puis elle a disparu très vite comme un éclair et m'a emmené dans la sphère du feu."
 Ivi parea che ella e io ardesse,J'avais l'impression de brûler avec elle.
" e sì lo ’ncendio imaginato cosse, che convenne che ’l sonno si rompesse",L'incendie rêvé brûlait avec une telle intensité qu'il était impossible d'éviter la fin du rêve.
" Non altrimenti Achille si riscosse, li occhi svegliati rivolgendo in giro e non sappiendo là dove si fosse, ","Achille se réveilla confus, regardant autour de lui et ne sachant pas où il était."
" quando la madre da Chirón a Schiro trafuggò lui dormendo in le sue braccia, là onde poi li Greci il dipartiro","Quand sa mère l'a pris de Chiron et qu'il l'a serré dans sa poitrine, l'a emmené à Syrus, c'est là que les Grecs ont décidé de le prendre avec eux."
" che mi scoss’ io, sì come da la faccia mi fuggì ’l sonno, e diventa’ ismorto, come fa l’uom che, spaventato, agghiaccia","Je me suis levé dès que mon sommeil a quitté mon visage, et je suis devenu pâle comme un homme effrayé gelé par la terreur."
" Dallato m’era solo il mio conforto, e ’l sole er’ alto già più che due ore, e ’l viso m’era a la marina torto",Virgile était à mes côtés et la splendeur du soleil avait illuminé le ciel depuis plus de deux heures; je regardais déjà vers l'infini horizon de l'océan.
" «Non aver tema», disse il mio segnore",Mon maître m'a suggéré de ne pas avoir peur.
" «fatti sicur, ché noi semo a buon punto","Ne vous inquiétez pas, nous sommes sur la bonne voie."
" non stringer, ma rallarga ogne vigore","ne pas hésiter, mais plutôt ravive toutes tes forces"
 Tu se’ omai al purgatorio giunto,Tu as atteint le purgatoire.
 vedi là il balzo che ’l chiude dintorno,?regarder le mur de roche qui l'entoure tout autour
 vedi l’entrata là ’ve par digiunto,"Trouvez une fissure à l'entrée, là où il semble y avoir une déchirure."
" Dianzi, ne l’alba che procede al giorno, quando l’anima tua dentro dormia, sovra li fiori ond’ è là giù addorno venne una donna, -","Dans la douce lumière de l'aube matinale, alors que tu étais encore dans le sommeil profond, une femme s'est lancée vers ce lieu riche en fleurs."
 e disse,Et il déclara:
 “I’ son Lucia,"""Je m'appelle Lucia."
 lasciatemi pigliar costui che dorme,Laissez-moi prendre celui qui dort.
 sì l’agevolerò per la sua via”,Je vais vous aider à traverser votre chemin.
 Sordel rimase e l’altre genti forme,Les nobles âmes de Sordello et de compagnie sont restées là.
" ella ti tolse, e come ’l dì fu chiaro, sen venne suso","Dès que l'aube éclaira le ciel, elle t'attrapa et monta jusqu'ici."
 e io per le sue orme,Je l'ai poursuivie.
" Qui ti posò, ma pria mi dimostraro li occhi suoi belli quella intrata aperta",Il m'a montré la porte avec ses beaux yeux et m'a laissé ici.
 poi ella e ’l sonno ad una se n’andaro»,Puis il s'est endormi avec toi.
" A guisa d’uom che ’n dubbio si raccerta e che muta in conforto sua paura, poi che la verità li è discoperta, mi cambia’ io",".Comme un être humain qui, effaceant ses doutes et changeant sa peur en consolation à la lumière de la révélation de la vérité, je me trouvai moi aussi changé."
" e come sanza cura vide me ’l duca mio, su per lo balzo si mosse, e io di rietro inver’ l’altura","Dès que le maître m'a vu sans souci, il a commencé à grimper le mur rocheux et je l'ai suivi."
" Lettor, tu vedi ben com’ io innalzo la mia matera, e però con più arte non ti maravigliar s’io la rincalzo","Ô lecteur, regardez comment j'élève le ton de mon chant, donc ne vous inquiétez pas si je le fortifie d'une manière plus raffinée."
" Noi ci appressammo, ed eravamo in parte che là dove pareami prima rotto, ","Nous sommes allés de l'autre côté, jusqu'à ce que nous nous trouvions à un endroit où j'ai remarqué que le mur avait été cassé auparavant."
" pur come un fesso che muro diparte, vidi una porta, e tre gradi di sotto per gire ad essa, di color diversi, ","J'ai vu une porte comme un mur avec une fissure, et sous elle trois marches en différentes couleurs pour y monter."
 e un portier ch’ancor non facea motto,C'était un ange silencieux qui veillait.
" E come l’occhio più e più v’apersi, vidil seder sovra ’l grado sovrano, tal ne la faccia ch’io non lo soffersi","En regardant plus loin, j'ai remarqué que l'ange était assis sur la dernière marche, avec un aspect si merveilleux qu'on ne pouvait pas l'observer."
" e una spada nuda avëa in mano, che reflettëa i raggi sì ver’ noi, ch’io drizzava spesso il viso in vano","Il tenait une épée à la main, ses reflets capturant la lumière du soleil au point que de temps en temps je me retrouvais à regarder sans rien distinguer."
" «Dite costinci che volete voi?», cominciò elli a dire, ","Il a commencé à s'exclamer: ""Quelle est votre demande?"""
 «ov’ è la scorta? Guardate che ’l venir sù non vi nòi»,Assurez-vous que vous n'avez subi aucun dommage pendant le trajet.
" «Donna del ciel, di queste cose accorta», rispuose ’l mio maestro a lui, «pur dianzi ne disse","Mon maître lui a répondu récemment, il y a eu une femme du ciel expérimentée dans ces sujets qui a révélé que..."
 “Andate là quivi è la porta”»,Allez à la porte.
" «Ed ella i passi vostri in bene avanzi», ricominciò il cortese portinaio",que vous puissiez poursuivre votre parcours couronné de bonheur grâce à son aide précieuse.
 «Venite dunque a’ nostri gradi innanzi»,"Avancez sur les marches, s'il vous plaît."
 Là ne venimmo,Nous sommes allés là-bas.
" e lo scaglion primaio bianco marmo era sì pulito e terso, ch’io mi specchiai in esso qual io paio",La première marche était composée d'un marbre blanc si immaculé et si brillant que mon visage s'y reflétait sans aucune imperfection.
" Era il secondo tinto più che perso, d’una petrina ruvida e arsiccia, crepata per lo lungo e per traverso","La deuxième murale, composée d'une pierre rugueuse et sèche, présentait une nuance très foncée et était fissurée à la fois verticalement et horizontalement."
" Lo terzo, che di sopra s’ammassiccia, porfido mi parea, sì fiammeggiante come sangue che fuor di vena spiccia","Le troisième, qui surpassait tout le monde par hauteur, me semblait fait de porphyre et scintillait tellement qu'il ressemblait à un flux sanguin qui coulait de ses veines."
 Sovra questo tenëa ambo le piante l’angel di Dio sedendo in su la soglia che mi sembiava pietra di diamante,"L'ange de Dieu était assis sur le seuil qui me semblait être réalisé en diamant, avec les deux pieds tenus sur la marche."
" Per li tre gradi sù di buona voglia mi trasse il duca mio, dicendo","Mon professeur m'a fait monter dans les trois marches, je l'ai accueillie en souriant et je l'ai remerciée."
 «Chiedi umilemente che ’l serrame scioglia»,Demande gentiment l'ouverture de la porte.
 Divoto mi gittai a’ santi piedi,Tu m'as prosterné aux saints pieds de l'ange.
" misericordia chiesi e ch’el m’aprisse, ma tre volte nel petto pria mi diedi","J'ai imploré ma pitié et je me suis supplié d'être accueilli, mais avant cela, j'ai battu ma poitrine à plusieurs reprises."
" Sette P ne la fronte mi descrisse col punton de la spada, ","Avec l'épée, il m'a pratiqué sept P sur le front."
" e «Fa che lavi, quando se’ dentro, queste piaghe» disse",Il a dit de s'assurer d'effacer ces plaies une fois qu'il est entré.
" Cenere, o terra che secca si cavi, d’un color fora col suo vestimento",Son vêtement était d'un gris foncé semblable à celui de la cendre ou de la terre sèche fraîchement creusée.
 e di sotto da quel trasse due chiavi,fit apparaître deux clés de dessous.
 L’una era d’oro e l’altra era d’argento,"L'une était dorée, l'autre argentée."
" pria con la bianca e poscia con la gialla fece a la porta sì, ch’i’ fu’ contento","Il a d'abord utilisé la clé d'argent, puis la clé dorée pour ouvrir le battant, en se réjouissant."
" «Quandunque l’una d’este chiavi falla, che non si volga dritta per la toppa», diss’ elli a noi, ","Il nous a dit que si l'une de ces clés ne s'ouvre pas sans effort dans la pièce,"
 «non s’apre questa calla,cette porte n'est pas ouverte
 Più cara è l’una,L'or est plus précieux.
" ma l’altra vuol troppa d’arte e d’ingegno avanti che diserri, perch’ ella è quella che ’l nodo digroppa","plus compliquéPour ouvrir celle qui fond le noeud le plus compliqué, il faut beaucoup d'art et d'ingéniosité."
 Da Pier le tegno,J'ai eu mes reçus de saint Pierre.
" e dissemi ch’i’ erri anzi ad aprir ch’a tenerla serrata, pur che la gente a’ piedi mi s’atterri»","""Il m'a dit qu'il valait mieux se tromper d'ouvrir la porte plutôt que de la fermer, pour que je puisse voir les pénitents se jeter à mes pieds."""
" Poi pinse l’uscio a la porta sacrata, dicendo","Il poussa la porte sacrée, prononçant une phrase."
 «Intrate,Faites votre entrée dans la maison.
 ma facciovi accorti che di fuor torna chi ’n dietro si guata»,Ceux qui s'attardent avec le passé ne pourront pas avancer plus loin.
" E quando fuor ne’ cardini distorti li spigoli di quella regge sacra, che di metallo son sonanti e forti, ","En tournant sur les charnières les bords solides de la porte sacrée, un monde nouveau s'ouvrit devant eux."
" non rugghiò sì né si mostrò sì acra Tarpëa, come tolto le fu il buono Metello, per che poi rimase macra","Ils poussèrent un cri plus grand que la falaise Tarpea, quand leur cher Metello fut emmené, et elle fut aussi privée de son trésor."
" Io mi rivolsi attento al primo tuono, e ‘Te Deum laudamus’ mi parea udire in voce mista al dolce suono","de trompette Je devins vigilant au premier son et il me semblait entendre l'hymne Te Deum laudamus, accompagné d'une mélodie douce jouée avec la trompette."
" Tale imagine a punto mi rendea ciò ch’io udiva, qual prender si suole quando a cantar con organi si stea",Écouter était comme assister à une performance de chants avec l'accompagnement de l'orgue.
 ch’or sì or no s’intendon le parole,"Les mots semblent maintenant plus clairs, maintenant moins audibles."
" Poi fummo dentro al soglio de la porta che ’l mal amor de l’anime disusa, ","Une fois franchie la porte de destruction impériée par l'amour mal dirigé, les âmes deviennent inutilisables."
" perché fa parer dritta la via torta, sonando la senti’ esser richiusa","de ces portes J'ai senti un grincement si aigu, comme si quelqu'un fermait de lourdes portes, qui m'a fait repenser et m'a poussé à affronter le chemin tortueux de la loi."
" e s’io avesse li occhi vòlti ad essa, qual fora stata al fallo degna scusa? ","Si j'avais tourné le regard vers elle, quelle justification aurait été suffisante pour une telle erreur?"
" Noi salavam per una pietra fessa, che si moveva e d’una e d’altra parte, sì come l’onda che fugge e s’appressa","Nous montions une route gravée dans le rocher, avec une tendance sinueuse semblable à celle d'une vague qui s'approche et s'éloigne ensuite."
" «Qui si conviene usare un poco d’arte», cominciò ’l duca mio, «in accostarsi or quinci, or quindi al lato che si parte»","Mon maître m'a assuré de tester les potentialités de notre ingéniosité, en oscillant d'un côté à l'autre des cavités."
" E questo fece i nostri passi scarsi, tanto che pria lo scemo de la luna rigiunse al letto suo per ricorcarsi, ","Notre lente allure fit que la partie sombre de la lune atteignit l'horizon, commençant son coucher de soleil."
 che noi fossimo fuor di quella cruna,Avant qu'on sorte de cette ruelle.
" ma quando fummo liberi e aperti sù dove il monte in dietro si rauna, ","Après nous avoir libérés de tous les obstacles, là où la montagne se rétrécit en formant le premier anneau,"
" ïo stancato e amendue incerti di nostra via, ",Nous deux fatigués et indécis sur quelle route prendre.
 restammo in su un piano solingo più che strade per diserti,Nous sommes restés sur cette étagère solitaire comme un bateau au milieu de la mer.
" Da la sua sponda, ove confina il vano, al piè de l’alta ripa che pur sale, misurrebbe in tre volte un corpo umano","D'un bord du cadre extérieur, où se trouve le vide, jusqu'à la base du mur rocheux de la montagne, la distance équivaut à trois personnes."
" e quanto l’occhio mio potea trar d’ale, or dal sinistro e or dal destro fianco, questa cornice mi parea cotale","Même si je regardais vers la droite et vers la gauche, le Cadre semblait égal jusqu'à ce que l'œil m'atteignît."
" Là sù non eran mossi i piè nostri anco, quand’ io conobbi quella ripa intorno che dritto di salita aveva manco, ","Nous n'avions pas fait un seul pas, quand je me suis rendu compte que le côté du mur le plus facile était entouré par"
" esser di marmo candido e addorno d’intagli sì, che non pur Policleto, ma la natura lì avrebbe scorno","Les sculptures de marbre blanc étaient finement sculptées, si complexes et détaillées qu'elles faisaient apparaître non seulement Policleto, mais la nature elle-même était dépassée."
" L’angel che venne in terra col decreto de la molt’ anni lagrimata pace, ch’aperse il ciel del suo lungo divieto, ","Une longue interdiction a été rompue quand l'ange descendu sur terre a apporté la paix tant attendue depuis de nombreuses années, ouvrant ainsi les portes du Ciel."
